VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_SHAPE,SIM_AV,SIMNULL1,SIM_RV,SIM_x0,SIM_mB,SIMSED_TDE_INDEX,SIMSED_Rph0,SIMSED_Tvis,SIMSED_b,SIMSED_bhmass,SIMSED_eff,SIMSED_lphoto,SIMSED_starmass,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mejecta,SIMSED_Kinetic_energy,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R,SIMSED_IBC_INDEX,SIMSED_F_nickel,SIMSED_stretch,SIMSED_color,LCLIB_SEED,LCLIB_TAU,LCLIB_SFU,LCLIB_SFG,LCLIB_SFR,LCLIB_SFI,LCLIB_SFZ,LCLIB_SFY,LCLIB_REDSHIFT,LCLIB_EVENT_ID,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIMSED_SLSN_INDEX,SIMSED_bfield,SIMSED_mns,SIMSED_pspin,SIMSED_kappa,SIMSED_kappagamma,SIMSED_mej,SIMSED_temp,SIMSED_vej,SIMSED_Cart_INDEX,SIMSED_Vejecta,SIMSED_Fnick,SIMSED_Kappagamma,SIMSED_Temperature
SN:,93017,12,111,-9.0,3,0.57534,0.001,0.57429,0.001,0.57429,0.00187,0,300,0.00663395,-9,-9,-9,-9,59826.4,56.6191,38.3713,29.2934,59829.9,0.172,-0.266662,0.12047999999999999,0.00585228,0.0282005,23.313,0.0268575,8.48799e-06,2.0996500000000001e-07,0.000187086,-7.6841e-09,-4.41495e-09,56,55.8638,0.47998999999999997,11,0,38,1,0.57429,0,-31.9868,42.6252,59830.0,-99.0,-9.0,-99.0,-9.0,8.68577e-06,23.288,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.180114,0.0008318889999999999,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,157704,12,111,-9.0,3,1.00586,0.2117,1.00429,0.2117,1.00429,0.21170999999999998,0,300,0.0214592,-9,-9,-9,-9,59767.3,25.8796,19.0508,18.7609,59766.2,0.469,0.45966999999999997,0.34646,-0.15673800000000002,0.0324879,24.095,0.0419194,4.130469999999999e-06,1.59474e-07,0.00258078,-2.08487e-08,1.5578200000000001e-09,55,49.7048,0.6764899999999999,11,0,58,1,1.00429,0,223.548,44.1134,59766.1,-99.0,-9.0,-99.0,-9.0,3.7835199999999996e-06,24.1903,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.23498000000000002,-0.169443,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,251219,12,111,-9.0,3,0.60918,0.0075,0.60742,0.0075,0.60742,0.00767,0,300,0.00734744,-9,-9,-9,-9,60635.1,44.2544,38.4024,25.2589,60628.3,0.205,0.7472300000000001,0.1633,0.11492000000000001,0.028727999999999997,23.6493,0.0267538,6.226950000000001e-06,1.53439e-07,0.000194067,-8.31785e-09,-3.1174e-09,52,58.0491,0.26225,11,0,34,1,0.60742,0,341.57199999999995,42.7738,60628.3,-99.0,-9.0,-99.0,-9.0,6.42273e-06,23.6157,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.95447,0.10985999999999999,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,252650,12,111,-9.0,3,1.05355,0.1146,1.05574,0.1146,1.05574,0.11462,0,300,0.0313353,-9,-9,-9,-9,59957.3,7.45822,7.112710000000001,4.3762099999999995,59947.6,4.168,-0.11754300000000001,1.2516399999999999,-0.0500607,0.11357,24.8442,0.14881,2.0715700000000002e-06,2.8392399999999997e-07,0.02645,3.17547e-08,1.3796899999999999e-08,29,21.7679,0.82967,11,0,111,1,1.05574,0,51.7045,44.2436,59944.8,-99.0,-9.0,-99.0,-9.0,1.9369400000000003e-06,24.9172,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.13634,0.0637825,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,185964,12,111,-9.0,3,0.7460899999999999,0.0058,0.7490399999999999,0.0058,0.7490399999999999,0.00606,0,300,0.0157789,-9,-9,-9,-9,60045.0,29.9524,21.8202,18.6744,60044.5,0.39,0.5154,0.30788000000000004,0.07925739999999999,0.032884500000000004,23.8809,0.029372900000000004,5.0306199999999994e-06,1.36096e-07,0.0009131539999999999,-1.9551e-08,-1.3831300000000002e-09,20,14.6253,0.79743,11,0,106,1,0.7490399999999999,0,-275.309,43.3233,60044.8,-99.0,-9.0,-99.0,-9.0,4.3673699999999995e-06,24.0344,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.61937,0.052523,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,119469,12,111,-9.0,3,0.6421,0.0322,0.64165,0.0322,0.64165,0.03224,0,300,0.0157789,-9,-9,-9,-9,59666.0,53.0014,30.9369,20.5111,59660.0,0.22,-0.6670550000000001,0.17515,-0.042881300000000004,0.029651499999999997,23.1827,0.0262865,9.56991e-06,2.3169499999999998e-07,-0.00010281,-1.31699e-08,-3.90792e-09,32,27.7653,0.68092,11,0,106,1,0.64165,0,705.738,42.9168,59659.9,-99.0,-9.0,-99.0,-9.0,7.422439999999999e-06,23.4586,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.393024,-0.0477926,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,341735,12,111,-9.0,3,1.23724,0.0808,1.23525,0.0808,1.23525,0.08083,0,300,0.020178,-9,-9,-9,-9,59924.1,7.26365,5.6652,3.5737,59929.7,0.084,0.79,1.3732,-0.0499961,0.023994099999999997,25.3647,0.0996992,1.28274e-06,1.17789e-07,0.00183819,-9.233080000000001e-08,7.73216e-10,17,28.9481,0.035007800000000006,11,0,90,1,1.23525,0,40.2274,44.6698,59931.2,-99.0,-9.0,-99.0,-9.0,1.48053e-06,25.209,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.21956,0.0241766,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,230170,12,111,-9.0,3,0.74544,0.0444,0.7449,0.0444,0.7449,0.04444,0,300,0.00643025,-9,-9,-9,-9,60164.2,32.1514,23.8967,16.4828,60158.6,0.622,-0.142675,0.43773,-0.033114099999999994,0.0330994,24.0207,0.0311936,4.42304e-06,1.27075e-07,0.000831528,-2.6322099999999998e-08,-7.727109999999999e-10,46,49.5463,0.33368000000000003,11,0,130,1,0.7449,0,-218.995,43.3129,60159.2,-99.0,-9.0,-99.0,-9.0,4.19673e-06,24.0777,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.676675,0.0113099,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,189312,12,111,-9.0,3,1.11269,0.0624,1.10968,0.0624,1.10968,0.062439999999999996,0,300,0.00655708,-9,-9,-9,-9,59945.1,24.4553,22.2665,8.427019999999999,59934.6,0.812,0.4434,0.62507,-0.140433,0.046600199999999994,24.5471,0.0457997,2.72365e-06,1.1489200000000001e-07,0.00730788,-1.6898900000000003e-08,2.68266e-09,20,17.4942,0.62069,11,0,56,1,1.10968,0,665.372,44.3829,59934.8,-99.0,-9.0,-99.0,-9.0,2.5808099999999998e-06,24.6056,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.44269,-0.11299100000000001,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,254112,12,111,-9.0,3,0.7781899999999999,0.001,0.77623,0.001,0.77623,0.00204,0,300,0.00670728,-9,-9,-9,-9,60297.1,42.3364,34.0169,25.1748,60294.1,0.59,0.9144899999999999,0.5340699999999999,0.012725499999999999,0.0287695,23.7576,0.0287515,5.6361e-06,1.4925000000000002e-07,0.00299665,-4.62936e-08,-1.44841e-09,24,21.5569,0.60569,11,0,30,1,0.77623,0,379.85,43.4245,60294.7,-99.0,-9.0,-99.0,-9.0,5.36519e-06,23.811,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.29014,-0.0218738,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,277972,12,111,-9.0,3,0.66887,0.0337,0.66657,0.0337,0.66657,0.03374,0,300,0.018033900000000002,-9,-9,-9,-9,59867.1,39.1276,37.0739,24.0944,59868.8,0.24,0.382,0.16463,-0.002282,0.028677499999999998,23.5336,0.0248373,6.927389999999999e-06,1.58471e-07,0.000161326,-7.66707e-09,-2.7322299999999998e-09,56,40.5203,0.9406100000000001,11,0,91,1,0.66657,0,264.832,43.0201,59869.1,-99.0,-9.0,-99.0,-9.0,6.31078e-06,23.6348,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.40808,0.0118917,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,155221,12,111,-9.0,3,0.88431,0.0228,0.8828299999999999,0.0228,0.8828299999999999,0.02288,0,300,0.00695571,-9,-9,-9,-9,60532.3,18.1893,14.6519,12.6117,60530.0,0.712,0.8637600000000001,0.46271999999999996,0.0322958,0.0379175,24.489,0.0433216,2.87339e-06,1.1465e-07,0.00342386,-2.56201e-08,3.1541700000000006e-10,59,54.4101,0.64512,11,0,96,1,0.8828299999999999,0,41.336,43.7678,60528.9,-99.0,-9.0,-99.0,-9.0,2.97626e-06,24.4508,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.83896,0.0533948,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,291898,12,111,-9.0,3,1.0673700000000002,0.1201,1.06571,0.1201,1.06571,0.12012,0,300,0.00643025,-9,-9,-9,-9,59869.0,13.1341,8.9845,4.9448,59879.8,0.789,-1.3932,0.61416,-0.165731,0.0688378,25.0783,0.0727145,1.6698599999999998e-06,1.1183500000000001e-07,0.0109777,-2.43541e-08,3.8677e-09,23,26.612,0.27283,11,0,130,1,1.06571,0,47.6994,44.2729,59879.2,-99.0,-9.0,-99.0,-9.0,1.7462900000000003e-06,25.0297,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-2.0364,-0.052671,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,75232,12,111,-9.0,3,0.7029,0.001,0.70157,0.001,0.70157,0.00198,0,300,0.00643025,-9,-9,-9,-9,60549.2,22.5255,20.5946,13.5825,60553.5,0.33,0.18086,0.24238,0.12648,0.035409699999999995,24.0602,0.034070300000000005,4.26486e-06,1.33831e-07,0.000153103,-1.7796e-08,-1.5199699999999999e-09,60,55.6754,0.63435,11,0,130,1,0.70157,0,28.8534,43.1545,60553.2,-99.0,-9.0,-99.0,-9.0,4.348769999999999e-06,24.0391,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.27801,0.0930562,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,22426,12,111,-9.0,3,0.44342,0.001,0.4422,0.001,0.4422,0.00175,0,300,0.014437,-9,-9,-9,-9,60125.4,49.1902,38.2844,21.6589,60108.5,1.451,-0.0893246,0.30535999999999996,-0.028440499999999997,0.0411129,22.6936,0.10265999999999999,1.50168e-05,1.4198300000000001e-06,0.00147443,-1.3899599999999998e-07,-4.5213599999999995e-08,16,9.96002,0.86871,11,0,22,1,0.4422,0,61.0302,41.9444,60109.1,-99.0,-9.0,-99.0,-9.0,1.5028599999999999e-05,22.6927,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.460052,0.0157887,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,202635,12,111,-9.0,3,1.1939,0.0117,1.19279,0.0117,1.19279,0.0119,0,300,0.0185259,-9,-9,-9,-9,60538.3,6.28308,5.12476,2.5591,60519.2,0.177,-1.36032,1.37601,-0.257816,0.11799000000000001,25.2386,0.17937,1.44066e-06,2.38009e-07,0.0761789,-1.47623e-07,1.1609399999999998e-08,41,46.3547,0.26098000000000005,11,0,116,1,1.19279,0,65.9421,44.5749,60521.3,-99.0,-9.0,-99.0,-9.0,1.68174e-06,25.0706,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.360509,-0.061227300000000005,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,147844,12,111,-9.0,3,1.1010799999999998,0.0802,1.1007799999999999,0.0802,1.1007799999999999,0.08022,0,300,0.022798099999999998,-9,-9,-9,-9,60208.1,6.2624699999999995,6.19833,3.18939,60210.6,0.879,-1.21833,0.35853,-0.16783399999999998,0.074462,25.2051,0.091424,1.4857399999999999e-06,1.25106e-07,0.0075232,-5.1215e-09,5.6511e-09,32,33.3856,0.39978,11,0,112,1,1.1007799999999999,0,-163.66299999999998,44.3584,60208.6,-99.0,-9.0,-99.0,-9.0,1.58895e-06,25.1322,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-1.84392,-0.0385015,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,84881,12,111,-9.0,3,0.34984,0.001,0.34920999999999996,0.001,0.34920999999999996,0.00168,0,300,0.00904526,-9,-9,-9,-9,59770.4,160.96,130.599,127.598,59767.2,0.47,-1.17926,0.10679000000000001,-0.143941,0.021768700000000002,21.7771,0.027663,3.49281e-05,8.89917e-07,-0.000508601,3.01053e-08,-1.45553e-08,32,12.6014,0.99915,11,0,129,1,0.34920999999999996,0,-106.29,41.3393,59767.1,-99.0,-9.0,-99.0,-9.0,3.62487e-05,21.7368,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-1.22101,-0.131752,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,26092,12,111,-9.0,3,0.37639,0.001,0.37794,0.001,0.37794,0.0017,0,300,0.0236316,-9,-9,-9,-9,59649.0,111.22399999999999,85.0519,78.6754,59648.8,0.22,0.15370999999999999,0.10995,-0.0931597,0.0194274,21.7243,0.021676499999999998,3.6668e-05,7.32069e-07,-0.00019900900000000002,3.330159999999999e-10,-1.0971299999999999e-08,32,14.6707,0.99625,11,0,74,1,0.37794,0,13.4231,41.5369,59648.9,-99.0,-9.0,-99.0,-9.0,3.20448e-05,21.8706,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.12451,-0.0915805,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,127944,12,111,-9.0,3,0.62108,0.001,0.6201399999999999,0.001,0.6201399999999999,0.00191,0,300,0.0106428,-9,-9,-9,-9,60567.4,65.4297,38.0838,26.0198,60570.5,0.106,-0.354169,0.13566,-0.0406779,0.028716700000000005,23.2802,0.0252127,8.74804e-06,2.0314499999999998e-07,-6.07983e-06,-6.260439999999999e-09,-3.85649e-09,48,35.8353,0.90246,11,0,109,1,0.6201399999999999,0,-73.7534,42.8273,60570.7,-99.0,-9.0,-99.0,-9.0,7.98201e-06,23.3797,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.566498,-0.0522337,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,258654,12,111,-9.0,3,1.1331200000000001,0.0203,1.1330200000000001,0.0203,1.1330200000000001,0.02041,0,300,0.0104836,-9,-9,-9,-9,59872.0,9.29615,6.96254,3.56247,59869.4,1.274,-1.9144599999999998,0.78477,-0.029078800000000002,0.0828155,25.3567,0.09028789999999999,1.29221e-06,1.07457e-07,0.0209719,-8.97834e-09,5.513759999999999e-09,29,27.6983,0.53408,11,0,114,1,1.1330200000000001,0,-428.99300000000005,44.4358,59869.5,-99.0,-9.0,-99.0,-9.0,1.39914e-06,25.2704,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-1.46154,-0.00163261,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,1174,12,111,-9.0,3,1.08476,0.1042,1.08192,0.1042,1.08192,0.10422000000000001,0,300,0.0125155,-9,-9,-9,-9,60181.4,10.3114,7.85173,4.136480000000001,60189.3,0.301,-0.13647,0.49053,0.0675147,0.0717169,24.7682,0.0729507,2.2218400000000003e-06,1.49286e-07,0.00182909,-3.29227e-08,5.52129e-09,38,34.434,0.6351100000000001,11,0,41,1,1.08192,0,395.426,44.3147,60189.1,-99.0,-9.0,-99.0,-9.0,1.8337400000000002e-06,24.9766,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.319778,-0.00573534,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,245752,12,111,-9.0,3,0.81663,0.0257,0.8166,0.0257,0.8166,0.025769999999999998,0,300,0.00611278,-9,-9,-9,-9,59887.1,34.7815,26.334,20.1525,59880.5,0.296,0.43399,0.23683,0.00190688,0.028464999999999997,24.0947,0.0273308,4.1317e-06,1.0400600000000001e-07,0.000160261,-1.1497700000000002e-08,-4.57218e-10,68,52.4295,0.91848,11,0,115,1,0.8166,0,-194.315,43.5575,59880.3,-99.0,-9.0,-99.0,-9.0,4.19185e-06,24.079,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.4276,-0.0173002,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
