,VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV
5709,SN:,258908,12,111,-9.0,3,0.83531,0.0136,0.8362799999999999,0.0136,0.8362799999999999,0.013730000000000001,0,300,0.0228397,-9,-9,-9,-9,60184.4,25.3864,19.8956,14.9714,60172.6,0.46,1.1830100000000001,0.30477,0.0351574,0.031517500000000004,24.0314,0.0338397,4.3795999999999995e-06,1.36501e-07,0.000282794,-2.32899e-08,-4.83458e-11,60,59.1489,0.50681,11,0,51,1,0.8362799999999999,0,-504.264,43.6199,60171.9,0.98536,0.0346083,0.14,3.1,3.66685e-06,24.2243,-9,-9
6407,SN:,335918,12,111,-9.0,3,0.83135,0.0325,0.82925,0.0325,0.82925,0.032560000000000006,0,300,0.0202193,-9,-9,-9,-9,60532.3,7.475280000000001,6.33723,2.99915,60509.4,6.618,0.03798630000000001,0.021081299999999997,0.0195283,0.13510999999999998,24.3821,0.37743000000000004,3.1708099999999996e-06,1.10227e-06,0.00104596,-6.34464e-09,-1.11418e-07,28,26.4948,0.5989399999999999,11,0,47,1,0.82925,0,186.919,43.601,60509.7,-0.232312,0.0507786,0.14,3.1,3.0452299999999996e-06,24.426,-9,-9
8478,SN:,273299,12,111,-9.0,3,0.47986,0.001,0.4825,0.001,0.4825,0.00179,0,300,0.0313353,-9,-9,-9,-9,59991.1,67.2658,40.0421,33.8233,59995.4,0.079,-1.48324,0.13913,-0.0240175,0.0215925,22.8094,0.024088400000000003,1.34974e-05,2.99456e-07,7.61746e-05,-1.24409e-08,-4.15825e-09,42,38.988,0.60395,11,0,111,1,0.4825,0,-278.519,42.1646,59995.5,-1.2592,-0.00437258,0.14,3.1,1.17237e-05,22.9623,-9,-9
6302,SN:,261641,12,111,-9.0,3,0.9708,0.0612,0.9707100000000001,0.0612,0.9707100000000001,0.06122999999999999,0,300,0.0214592,-9,-9,-9,-9,59800.3,16.9323,15.6677,12.6852,59798.2,0.593,1.4439,0.41734,-0.0638269,0.0329022,24.2087,0.0440458,3.71972e-06,1.509e-07,0.00272811,-3.44105e-08,8.124780000000001e-10,68,87.2129,0.0582387,11,0,58,1,0.9707100000000001,0,-217.75099999999998,44.0206,59798.7,1.14434,-0.0344706,0.14,3.1,3.15212e-06,24.3885,-9,-9
4386,SN:,321171,12,111,-9.0,3,0.71196,0.0476,0.71103,0.0476,0.71103,0.04763,0,300,0.013787299999999999,-9,-9,-9,-9,59839.2,31.1743,28.3976,18.4117,59833.8,0.169,-0.202963,0.22735,-0.00869753,0.0306779,23.6337,0.0287393,6.31738e-06,1.6722e-07,0.00049312,-1.7975400000000002e-08,-2.15363e-09,48,40.1472,0.78254,11,0,110,1,0.71103,0,63.0202,43.1896,59833.5,0.0640323,0.00519409,0.14,3.1,5.263780000000001e-06,23.8318,-9,-9
4508,SN:,319899,12,111,-9.0,3,0.89543,0.0946,0.89399,0.0946,0.89399,0.09462000000000001,0,300,0.00856182,-9,-9,-9,-9,60624.1,8.4129,7.740060000000001,4.420669999999999,60627.8,0.179,-2.64968,0.5181899999999999,0.12797999999999998,0.071672,25.0543,0.08175199999999999,1.7071599999999999e-06,1.2854300000000001e-07,0.00306487,-1.84207e-08,2.9268899999999996e-09,16,8.42079,0.93534,11,0,10,1,0.89399,0,29.7687,43.8013,60636.9,-0.039012599999999995,0.1404,0.14,3.1,2.00993e-06,24.8771,-9,-9
4877,SN:,27563,12,111,-9.0,3,0.76176,0.0342,0.76125,0.0342,0.76125,0.03424,0,300,0.0205358,-9,-9,-9,-9,59782.2,22.2,19.515,13.0794,59780.6,0.359,0.7679,0.30851,0.0285435,0.0330267,23.889,0.0346433,4.993380000000001e-06,1.59327e-07,0.00110527,-3.06774e-08,-1.2680900000000001e-09,52,61.1785,0.17970999999999998,11,0,92,1,0.76125,0,-65.4717,43.3707,59780.1,0.6864899999999999,0.0278911,0.14,3.1,4.524419999999999e-06,23.9961,-9,-9
9466,SN:,57294,12,111,-9.0,3,0.4614,0.001,0.45971000000000006,0.001,0.45971000000000006,0.00177,0,300,0.019191099999999996,-9,-9,-9,-9,60209.2,87.1756,60.4912,54.2476,60206.9,0.1,-0.102212,0.0901545,-0.141629,0.019290900000000003,22.2813,0.0217813,2.19529e-05,4.4040500000000003e-07,9.43474e-05,-8.895990000000001e-09,-6.3176199999999995e-09,41,30.6325,0.8816700000000001,11,0,28,1,0.45971000000000006,0,139.459,42.0455,60206.9,-0.0893805,-0.0925887,0.14,3.1,1.95715e-05,22.4059,-9,-9
466,SN:,99672,12,111,-9.0,3,0.79282,0.2446,0.79172,0.2446,0.79172,0.24461,0,300,0.0226438,-9,-9,-9,-9,59842.3,15.9695,9.52487,7.11476,59825.3,3.547,-1.0597,1.09425,0.21643,0.0663365,24.5284,0.072167,2.7709100000000003e-06,1.84178e-07,-0.0216964,6.348830000000001e-08,-4.0830300000000005e-09,44,51.5725,0.20179,11,0,97,1,0.79172,0,-109.749,43.4761,59817.5,0.21952,0.0868331,0.14,3.1,3.26716e-06,24.3496,-9,-9
564,SN:,128071,12,111,-9.0,3,0.48339,0.001,0.48283999999999994,0.001,0.48283999999999994,0.00179,0,300,0.018207400000000002,-9,-9,-9,-9,60153.2,40.2611,35.5259,28.4519,60131.4,0.438,1.3556,0.32963000000000003,-0.00910323,0.024719400000000002,22.6676,0.03731369999999999,1.538e-05,5.285669999999999e-07,0.00178143,-1.26443e-07,-8.23448e-09,41,46.5401,0.2549,11,0,95,1,0.48283999999999994,0,-17.2299,42.1711,60131.4,0.8322299999999999,-0.028273000000000003,0.14,3.1,1.63386e-05,22.602,-9,-9
5585,SN:,226776,12,111,-9.0,3,0.84725,0.0364,0.84495,0.0364,0.84495,0.03645,0,300,0.0180209,-9,-9,-9,-9,60532.3,22.3203,14.1846,12.6029,60525.1,3.796,-0.318801,0.69487,-0.0600955,0.064458,23.9876,0.12559,4.56005e-06,5.274929999999999e-07,0.00433477,2.28967e-08,-2.53483e-08,32,20.3162,0.94555,11,0,4,1,0.84495,0,218.328,43.6514,60527.5,-1.1716799999999998,-0.06444490000000001,0.14,3.1,3.5788900000000003e-06,24.2506,-9,-9
2189,SN:,56403,12,111,-9.0,3,0.9307,0.135,0.9293100000000001,0.135,0.9293100000000001,0.13502,0,300,0.0112422,-9,-9,-9,-9,60227.1,19.5788,18.2781,14.311,60230.4,0.445,0.31979,0.38106,-0.0884168,0.0333831,24.4615,0.0414283,2.94711e-06,1.1245200000000001e-07,0.00108132,-1.93203e-08,1.0006e-09,28,29.9761,0.36436,11,0,66,1,0.9293100000000001,0,-12.1617,43.9051,60230.2,0.5976199999999999,-0.035361300000000005,0.14,3.1,3.27543e-06,24.3468,-9,-9
4982,SN:,159161,12,111,-9.0,3,0.72347,0.0311,0.7238899999999999,0.0311,0.7238899999999999,0.03115,0,300,0.0200875,-9,-9,-9,-9,60184.4,32.9254,25.6997,15.5876,60179.7,0.241,0.71782,0.23189,-0.061877800000000004,0.030532499999999997,23.625,0.030200499999999998,6.367919999999999e-06,1.7712800000000002e-07,0.000172169,-2.3443700000000002e-08,-1.6596e-09,56,57.3252,0.42576,11,0,50,1,0.7238899999999999,0,-326.186,43.2356,60179.9,0.93634,-0.0304731,0.14,3.1,6.2516099999999994e-06,23.645,-9,-9
5561,SN:,93454,12,111,-9.0,3,0.9072,0.0443,0.9068200000000001,0.0443,0.9068200000000001,0.04434,0,300,0.0214592,-9,-9,-9,-9,60181.3,16.4562,15.6938,11.6207,60179.2,0.42,0.24614,0.38256,-0.046600300000000004,0.033973699999999996,24.2199,0.0482414,3.68179e-06,1.63589e-07,-7.22946e-05,-4.19114e-08,1.0998800000000001e-09,60,63.4502,0.35579,11,0,58,1,0.9068200000000001,0,-121.434,43.8383,60180.1,0.5010600000000001,-0.0811832,0.14,3.1,3.92108e-06,24.1515,-9,-9
2262,SN:,316176,12,111,-9.0,3,0.80667,0.028,0.80511,0.028,0.80511,0.02806,0,300,0.0185352,-9,-9,-9,-9,59813.1,15.2924,11.3496,10.7115,59807.4,0.684,-1.58366,0.46535,-0.047906699999999997,0.038393800000000006,24.4468,0.0402349,2.98725e-06,1.10701e-07,0.00274351,-2.1526900000000003e-08,3.48265e-10,64,66.536,0.38971999999999996,11,0,17,1,0.80511,0,240.722,43.5215,59807.1,-1.47565,0.0168776,0.14,3.1,3.07504e-06,24.4154,-9,-9
8323,SN:,338075,12,111,-9.0,3,0.8460200000000001,0.1168,0.8448899999999999,0.1168,0.8448899999999999,0.11682000000000001,0,300,0.00720823,-9,-9,-9,-9,59927.1,43.2992,34.4868,25.857,59928.9,0.347,0.87171,0.29041999999999996,-0.0957846,0.0276012,23.9887,0.0249994,4.555419999999999e-06,1.0489000000000001e-07,0.00128883,-1.1680299999999999e-08,-4.79646e-10,32,25.2951,0.7939,11,0,52,1,0.8448899999999999,0,123.62,43.6498,59928.4,0.6703899999999999,-0.0640651,0.14,3.1,4.54004e-06,23.9923,-9,-9
1412,SN:,133299,12,111,-9.0,3,0.6475,0.0321,0.64585,0.0321,0.64585,0.032139999999999995,0,300,0.016637700000000002,-9,-9,-9,-9,59870.0,79.2634,54.5937,36.5271,59871.2,0.247,0.94094,0.19034,-0.0704407,0.026115899999999997,23.064,0.023290400000000003,1.06761e-05,2.2901700000000002e-07,7.17583e-05,-1.0440499999999998e-08,-4.04898e-09,28,26.8363,0.52717,11,0,84,1,0.64585,0,276.123,42.9356,59871.4,0.9930399999999999,-0.09855080000000001,0.14,3.1,1.00825e-05,23.1261,-9,-9
397,SN:,32594,12,111,-9.0,3,0.83414,0.001,0.8317700000000001,0.001,0.8317700000000001,0.00209,0,300,0.0183372,-9,-9,-9,-9,60621.2,28.5693,26.6674,15.6924,60621.1,0.64,-0.299685,0.50256,-0.0849615,0.0317289,23.8488,0.0339685,5.1817200000000004e-06,1.62116e-07,0.00320045,-3.20879e-08,1.5266499999999998e-10,20,15.7418,0.73251,11,0,132,1,0.8317700000000001,0,494.356,43.6094,60621.2,-0.356932,-0.0829779,0.14,3.1,4.35643e-06,24.0372,-9,-9
7437,SN:,215662,12,111,-9.0,3,0.91038,0.2539,0.91155,0.2539,0.91155,0.25390999999999997,0,300,0.026040800000000003,-9,-9,-9,-9,59618.2,10.75,7.29466,6.10681,59607.3,0.689,-1.96717,0.63786,-0.07681339999999999,0.059390899999999996,24.3114,0.0913895,3.38416e-06,2.84855e-07,0.0113565,-1.37281e-07,-7.13933e-10,48,49.8247,0.40059,11,0,48,1,0.91155,0,318.978,43.8505,59608.4,-1.23575,-0.0682897,0.14,3.1,2.98733e-06,24.4468,-9,-9
3878,SN:,339717,12,111,-9.0,3,0.59555,0.0446,0.5965199999999999,0.0446,0.5965199999999999,0.04463,0,300,0.0192366,-9,-9,-9,-9,59991.1,45.5465,33.3252,25.7833,59989.8,0.263,1.19404,0.17432,0.1299,0.029892200000000004,23.3752,0.0275538,8.01526e-06,2.0341100000000002e-07,-2.98494e-05,-1.11714e-08,-4.11846e-09,36,54.3357,0.025537900000000002,11,0,125,1,0.5965199999999999,0,266.832,42.7223,59989.5,1.22586,0.0683553,0.14,3.1,7.851460000000002e-06,23.3976,-9,-9
7985,SN:,94781,12,111,-9.0,3,0.72887,0.0343,0.72892,0.0343,0.72892,0.034339999999999996,0,300,0.0200597,-9,-9,-9,-9,59842.0,26.9669,22.6216,16.481,59848.4,0.37,1.30461,0.31287,0.038609899999999996,0.0309372,23.8712,0.029869599999999996,5.0759e-06,1.39643e-07,0.00123611,-2.47879e-08,-1.7686500000000003e-09,40,25.4949,0.9638,11,0,104,1,0.72892,0,-240.53799999999998,43.2545,59848.9,1.06073,0.00334481,0.14,3.1,5.66851e-06,23.7513,-9,-9
1450,SN:,10422,12,111,-9.0,3,0.86044,0.0208,0.85888,0.0208,0.85888,0.020880000000000003,0,300,0.0098513,-9,-9,-9,-9,60238.3,29.301,25.3,18.2335,60243.5,0.447,1.41604,0.27974,0.0277298,0.0315162,24.1013,0.0349902,4.1067800000000005e-06,1.3235e-07,0.000297307,-2.03174e-08,1.18807e-10,44,39.5403,0.6630199999999999,11,0,78,1,0.85888,0,242.453,43.6942,60243.5,1.07879,-0.05356280000000001,0.14,3.1,4.45791e-06,24.0122,-9,-9
7723,SN:,157681,12,111,-9.0,3,0.8882,0.011,0.88605,0.011,0.88605,0.01116,0,300,0.0138733,-9,-9,-9,-9,59873.2,29.7848,23.5006,18.5345,59874.7,0.056,-1.00403,0.23325,-0.12344000000000001,0.0301264,24.3099,0.031163999999999997,3.38876e-06,9.72677e-08,0.00023903299999999999,-7.783140000000001e-09,3.3950300000000004e-10,68,57.0502,0.8255299999999999,11,0,89,1,0.88605,0,408.119,43.7783,59874.1,-0.967614,-0.0815722,0.14,3.1,3.43283e-06,24.2959,-9,-9
2973,SN:,224405,12,111,-9.0,3,0.62851,0.017,0.62902,0.017,0.62902,0.01708,0,300,0.0198986,-9,-9,-9,-9,60031.1,30.6587,27.6144,20.9827,60028.6,0.361,0.82163,0.30987,0.10059,0.0344221,23.9016,0.033668300000000005,4.93575e-06,1.53056e-07,0.00112977,-2.5880799999999998e-08,-2.86418e-09,24,22.6124,0.54276,11,0,19,1,0.62902,0,412.199,42.8629,60028.3,0.69092,0.10558,0.14,3.1,5.78884e-06,23.7285,-9,-9
4202,SN:,192961,12,111,-9.0,3,0.91961,0.2659,0.9190299999999999,0.2659,0.9190299999999999,0.26591,0,300,0.0105296,-9,-9,-9,-9,59797.4,20.2848,19.0083,13.6879,59800.5,0.52,0.9540299999999999,0.30894,-0.123802,0.0309226,24.2343,0.0379327,3.6330599999999997e-06,1.26929e-07,0.00119818,-1.9602099999999998e-08,4.6313099999999994e-10,64,70.7883,0.26158000000000003,11,0,46,1,0.9190299999999999,0,-243.252,43.8744,59799.3,0.23069,-0.09429560000000001,0.14,3.1,3.8026999999999996e-06,24.1848,-9,-9
6397,SN:,290660,12,111,-9.0,3,0.76718,0.0257,0.7689600000000001,0.0257,0.7689600000000001,0.02576,0,300,0.0152341,-9,-9,-9,-9,59594.3,24.3235,17.5277,13.1801,59596.4,0.815,-0.701358,0.54045,-0.00999095,0.00930944,23.9477,0.045241500000000004,4.7306300000000005e-06,1.9712099999999998e-07,5.0898e-05,-7.37081e-08,-3.28421e-11,36,39.0369,0.33489,11,0,12,1,0.7689600000000001,0,83.4914,43.3948,59596.1,-1.1573,-0.0451545,0.14,3.1,4.2980400000000004e-06,24.0518,-9,-9
1896,SN:,102110,12,111,-9.0,3,0.50684,0.001,0.5047,0.001,0.5047,0.00181,0,300,0.022798099999999998,-9,-9,-9,-9,60609.1,75.041,51.748,38.0116,60613.4,0.247,0.95744,0.25693,0.08719450000000001,0.0221389,23.0696,0.025029,1.0620899999999999e-05,2.44839e-07,0.00109893,-2.7572900000000003e-08,-3.82262e-09,31,23.1076,0.8452,11,0,112,1,0.5047,0,458.82,42.2886,60613.6,1.3021200000000002,0.10336,0.14,3.1,1.06977e-05,23.0618,-9,-9
1910,SN:,171850,12,111,-9.0,3,0.74821,0.0381,0.74697,0.0381,0.74697,0.03814,0,300,0.0125155,-9,-9,-9,-9,59836.2,27.2006,24.6109,16.8635,59837.6,0.355,-1.6716400000000002,0.20245,-0.030485200000000004,0.0315541,24.0532,0.027564299999999996,4.29261e-06,1.08979e-07,0.000223204,-6.54165e-09,-7.7414e-10,52,36.991,0.9425100000000001,11,0,41,1,0.74697,0,-10.9308,43.3212,59837.5,-1.9636,-0.0194183,0.14,3.1,3.8516000000000005e-06,24.1709,-9,-9
7358,SN:,165099,12,111,-9.0,3,0.46674,0.0213,0.46648,0.0213,0.46648,0.02135,0,300,0.0089613,-9,-9,-9,-9,60237.3,129.21,83.9435,80.1984,60239.5,0.166,0.9118,0.14427,-0.08275239999999999,0.019055799999999998,22.2841,0.021381599999999997,2.18956e-05,4.31193e-07,0.000163082,-1.27349e-08,-6.19371e-09,26,12.3229,0.9892,11,0,3,1,0.46648,0,-252.59,42.0812,60239.4,0.85336,-0.0750325,0.14,3.1,2.03393e-05,22.3642,-9,-9
9379,SN:,94437,12,111,-9.0,3,0.56276,0.001,0.5616300000000001,0.001,0.5616300000000001,0.00185,0,300,0.0112422,-9,-9,-9,-9,59779.4,53.7131,40.0921,23.2605,59778.6,0.245,-0.0450166,0.21855,0.10899,0.0314216,23.5165,0.0313031,7.0374e-06,2.02897e-07,0.00104502,-2.06961e-08,-4.60861e-09,44,46.0954,0.38561,11,0,66,1,0.5616300000000001,0,-10.1716,42.5667,59778.9,-0.407294,0.06551080000000001,0.14,3.1,7.40045e-06,23.4618,-9,-9
6275,SN:,167547,12,111,-9.0,3,0.39349,0.001,0.39391,0.001,0.39391,0.00172,0,300,0.015198900000000001,-9,-9,-9,-9,59947.4,19.0023,13.3968,12.9872,59916.5,2.011,-1.181,0.42662,-0.07818810000000001,0.050449,22.4237,0.11231,1.92533e-05,1.9916299999999997e-06,0.00207705,-4.0318800000000005e-07,-5.18722e-08,21,14.8348,0.83115,11,0,98,1,0.39391,0,359.45,41.6445,59916.7,-1.62131,-0.015815799999999998,0.14,3.1,1.86643e-05,22.4575,-9,-9
3993,SN:,24344,12,111,-9.0,3,0.48439,0.0325,0.48278000000000004,0.0325,0.48278000000000004,0.03253,0,300,0.0106428,-9,-9,-9,-9,60621.2,87.2046,45.3898,41.5022,60617.5,0.203,-1.9695599999999998,0.24431,-0.0699824,0.0098223,22.9158,0.0197132,1.2237e-05,2.22182e-07,0.000279735,-2.1608499999999998e-08,-8.75426e-10,26,12.1135,0.99051,11,0,109,1,0.48278000000000004,0,156.454,42.1723,60617.6,-2.0053,-0.056463599999999996,0.14,3.1,1.22684e-05,22.913,-9,-9
4734,SN:,155876,12,111,-9.0,3,0.72668,0.0268,0.72687,0.0268,0.72687,0.02685,0,300,0.00848908,-9,-9,-9,-9,59839.3,20.1006,15.595,13.1057,59836.7,0.439,-1.7924,0.27546,0.0365159,0.0374302,24.1147,0.035363,4.05617e-06,1.3211199999999999e-07,0.00140608,-1.66149e-08,-1.3538e-09,52,62.0736,0.15991,11,0,103,1,0.72687,0,-263.535,43.2468,59837.0,-1.8504099999999999,0.032832400000000005,0.14,3.1,3.60538e-06,24.2426,-9,-9
10038,SN:,75964,12,111,-9.0,3,0.97591,0.094,0.9759399999999999,0.094,0.9759399999999999,0.09402,0,300,0.0106885,-9,-9,-9,-9,59782.3,33.7289,29.1327,18.0401,59785.6,0.377,1.11756,0.28576,-0.116935,0.029237400000000004,23.8863,0.037153399999999996,5.005730000000001e-06,1.71294e-07,0.00121656,-2.7459500000000002e-08,6.66472e-10,64,65.7711,0.41528999999999994,11,0,70,1,0.9759399999999999,0,-444.902,44.0348,59785.7,1.33625,-0.113176,0.14,3.1,3.99237e-06,24.1319,-9,-9
7532,SN:,27545,12,111,-9.0,3,0.99605,0.1674,0.9932,0.1674,0.9932,0.16741,0,300,0.0199624,-9,-9,-9,-9,60535.2,6.19072,5.95073,3.9387,60547.0,1.17,-1.18315,0.81107,0.19554000000000002,0.07571180000000001,25.0086,0.08733099999999999,1.78053e-06,1.43217e-07,0.00550264,-6.49357e-08,2.7087499999999998e-09,60,44.2116,0.93689,11,0,54,1,0.9932,0,617.576,44.085,60547.5,0.04160730000000001,0.16082,0.14,3.1,1.4753799999999998e-06,25.2127,-9,-9
7782,SN:,329827,12,111,-9.0,3,0.8640899999999999,0.001,0.8671399999999999,0.001,0.8671399999999999,0.00212,0,300,0.020132,-9,-9,-9,-9,59691.0,13.4145,11.4098,7.872139999999999,59691.4,0.94,-1.02544,0.26361999999999997,0.0517581,0.13522,24.5326,0.0505149,2.76024e-06,1.28422e-07,0.00455498,1.45852e-09,1.1779400000000002e-09,16,13.8513,0.6097899999999999,11,0,126,1,0.8671399999999999,0,-262.457,43.7145,59691.4,-0.9409280000000001,0.034914099999999997,0.14,3.1,2.6195e-06,24.5894,-9,-9
4250,SN:,79611,12,111,-9.0,3,0.40525,0.001,0.40589000000000003,0.001,0.40589000000000003,0.00172,0,300,0.00904526,-9,-9,-9,-9,60593.0,104.969,75.9742,56.615,60591.2,0.095,-0.738359,0.0839126,-0.0883602,0.0192736,22.4061,0.0224255,1.9569200000000002e-05,4.04197e-07,0.00010359,-7.52225e-09,-6.098829999999999e-09,46,25.9576,0.99251,11,0,129,1,0.40589000000000003,0,-502.23699999999997,41.721,60591.2,-0.770671,-0.0638422,0.14,3.1,2.2265199999999998e-05,22.2659,-9,-9
4481,SN:,109083,12,111,-9.0,3,0.8756700000000001,0.0404,0.87492,0.0404,0.87492,0.04044,0,300,0.0200875,-9,-9,-9,-9,60194.2,16.0756,11.1688,4.88555,60191.9,0.745,-0.801705,0.41145,0.16194,0.0481605,24.5214,0.0473668,2.78894e-06,1.21671e-07,0.00312277,-2.3985699999999998e-08,1.8515500000000002e-10,52,47.5704,0.64856,11,0,50,1,0.87492,0,8.14447,43.7428,60192.8,-0.536499,0.0845463,0.14,3.1,2.33342e-06,24.715,-9,-9
3841,SN:,164962,12,111,-9.0,3,0.97005,0.0123,0.96636,0.0123,0.96636,0.012459999999999999,0,300,0.023375299999999998,-9,-9,-9,-9,60624.2,7.448060000000001,6.89924,3.4445,60624.7,1.283,0.68517,0.9282299999999999,0.25117,0.0687811,25.2559,0.08179199999999999,1.4178399999999998e-06,1.0680999999999999e-07,0.0115541,-6.493719999999999e-08,1.05913e-09,36,33.4897,0.5885699999999999,11,0,79,1,0.96636,0,623.885,44.0125,60626.0,0.7268399999999999,0.31212,0.14,3.1,1.1186399999999998e-06,25.5133,-9,-9
214,SN:,86667,12,111,-9.0,3,0.55862,0.0137,0.55852,0.0137,0.55852,0.01379,0,300,0.00846776,-9,-9,-9,-9,59945.1,85.6517,67.357,41.3164,59942.8,0.67,0.44711999999999996,0.47433000000000003,-0.013510900000000001,0.0302954,23.1314,0.0264605,1.0033099999999999e-05,2.44516e-07,0.00652873,-3.4073500000000004e-08,-5.84763e-09,20,12.0312,0.915,11,0,35,1,0.55852,0,-157.793,42.5507,59942.4,0.19414,0.00512398,0.14,3.1,9.6433e-06,23.1744,-9,-9
4347,SN:,146252,12,111,-9.0,3,0.91753,0.1138,0.9163,0.1138,0.9163,0.11382,0,300,0.0210724,-9,-9,-9,-9,59835.1,7.952710000000001,7.17552,7.01802,59826.1,0.739,-0.11205799999999999,0.7202,0.0006947860000000001,0.049503399999999996,24.7667,0.09232119999999999,2.22502e-06,1.89196e-07,0.0081394,-1.11387e-07,6.93407e-11,56,70.8925,0.0868203,11,0,93,1,0.9163,0,128.406,43.8671,59826.1,-0.441479,-0.0020096,0.14,3.1,2.6972e-06,24.5577,-9,-9
8950,SN:,244459,12,111,-9.0,3,0.8326600000000001,0.0458,0.83025,0.0458,0.83025,0.04584,0,300,0.0184642,-9,-9,-9,-9,59870.1,36.8565,32.2894,23.8695,59879.7,0.017,2.37859,0.30363,-0.00740664,0.029191700000000004,23.784,0.028455,5.50035e-06,1.44153e-07,0.00151632,-3.20425e-08,-7.219819999999999e-10,28,31.6012,0.29104,11,0,32,1,0.83025,0,481.101,43.6046,59878.2,1.0377299999999998,-0.03288769999999999,0.14,3.1,4.53999e-06,23.9924,-9,-9
8359,SN:,191993,12,111,-9.0,3,0.659,0.007,0.65751,0.007,0.65751,0.00719,0,300,0.021744,-9,-9,-9,-9,59930.2,25.9121,24.139,15.8524,59927.1,0.63,-2.2807,0.7346,0.022259900000000003,0.0400703,24.0424,0.0342114,4.335530000000001e-06,1.3661199999999998e-07,0.0128429,-5.7976800000000006e-08,-3.15246e-09,16,5.70504,0.99098,11,0,61,1,0.65751,0,43.1371,42.9827,59927.1,-2.04323,0.042250499999999996,0.14,3.1,4.36608e-06,24.0348,-9,-9
7895,SN:,244548,12,111,-9.0,3,0.13127,0.001,0.12974000000000002,0.001,0.12974000000000002,0.00151,0,300,0.018207400000000002,-9,-9,-9,-9,59752.4,155.654,148.77,79.9591,59718.7,0.069,-0.681427,0.16135,-0.0400024,0.0085651,19.5367,0.033505,0.000274997,8.4862e-06,6.0356800000000005e-05,-1.1662600000000001e-06,-2.1993900000000003e-08,8,6.48094,0.5935199999999999,11,0,95,1,0.12974000000000002,0,319.11400000000003,38.9259,59717.4,0.044164499999999995,0.0643011,0.14,3.1,0.000225095,19.7541,-9,-9
7373,SN:,189929,12,111,-9.0,3,0.55402,0.2769,0.55509,0.2769,0.55509,0.2769,0,300,0.016497400000000002,-9,-9,-9,-9,59588.2,16.842,15.8981,14.0849,59560.1,2.455,0.5847899999999999,0.72175,-0.049543800000000006,0.093296,23.1558,0.16253,9.81036e-06,1.4686099999999999e-06,0.030569599999999995,-5.10369e-07,-1.25314e-07,21,20.0931,0.51537,11,0,64,1,0.55509,0,223.34400000000002,42.5329,59562.4,0.46198999999999996,0.0265637,0.14,3.1,9.54453e-06,23.1856,-9,-9
2639,SN:,197190,12,111,-9.0,3,0.88987,0.001,0.8880399999999999,0.001,0.8880399999999999,0.00214,0,300,0.00811079,-9,-9,-9,-9,60624.1,15.8197,15.1187,11.1717,60630.6,4.167,-2.71495,1.3563399999999999,-0.100721,0.0627871,24.4046,0.17820999999999998,3.1056799999999996e-06,5.09769e-07,0.0606594,5.82951e-07,2.44509e-08,16,7.26532,0.9678,11,0,77,1,0.8880399999999999,0,141.405,43.7839,60632.7,-1.8959400000000002,-0.11047799999999999,0.14,3.1,3.2904300000000003e-06,24.3419,-9,-9
2772,SN:,109450,12,111,-9.0,3,0.9945700000000001,0.0155,0.99421,0.0155,0.99421,0.015619999999999998,0,300,0.020624299999999998,-9,-9,-9,-9,59884.1,6.04533,5.65816,5.09157,59897.0,0.041,-2.2326799999999998,0.64877,-0.0983322,0.07342589999999999,25.0474,0.13926,1.7181400000000002e-06,2.2037700000000002e-07,0.000500066,-7.317939999999999e-08,7.63621e-09,16,23.762,0.09483380000000001,11,0,39,1,0.99421,0,-150.995,44.085,59907.9,1.04849,-0.0666303,0.14,3.1,3.21603e-06,24.3667,-9,-9
306,SN:,322567,12,111,-9.0,3,0.95689,0.2586,0.95635,0.2586,0.95635,0.25861,0,300,0.0138733,-9,-9,-9,-9,60611.2,26.1835,17.8996,14.4757,60614.2,0.438,-0.131523,0.27071,0.0113035,0.0315397,24.3508,0.032666900000000006,3.26351e-06,9.81903e-08,0.00078154,-1.0281899999999999e-08,4.849380000000001e-10,60,44.7818,0.9286200000000001,11,0,89,1,0.95635,0,-82.143,43.9811,60613.6,-0.151823,-0.0375479,0.14,3.1,2.7901599999999997e-06,24.5209,-9,-9
