VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,LCLIB_SEED,LCLIB_TAU,LCLIB_SFU,LCLIB_SFG,LCLIB_SFR,LCLIB_SFI,LCLIB_SFZ,LCLIB_SFY,LCLIB_REDSHIFT,LCLIB_EVENT_ID
SN:,56276,12,111,-9.0,3,1.0051,0.2567,1.00465,0.2567,1.00465,0.25671,0,300,0.014437,-9,-9,-9,-9,60125.4,9.36582,6.38061,4.66006,60115.1,5.203,1.85169,1.6270200000000001,-0.10654300000000001,0.07469400000000001,24.9086,0.19227,1.9524400000000004e-06,3.4575400000000004e-07,-0.005413,-2.5672699999999997e-07,2.6016300000000002e-09,32,21.5852,0.91805,11,0,22,1,1.00465,0,-289.157,44.1132,60123.7,-1.51027,-0.077943,0.14,3.1,2.32704e-06,24.718,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,261209,12,111,-9.0,3,1.04681,0.2883,1.04811,0.2883,1.04811,0.28831,0,300,0.015625200000000002,-9,-9,-9,-9,60077.0,13.4545,9.77271,4.3743099999999995,60072.9,0.021,-0.7245020000000001,0.57255,0.1232,0.09222580000000001,24.7327,0.0734046,2.29569e-06,1.55207e-07,0.0065411,-1.5594e-08,7.56919e-09,8,12.2018,0.14242,11,0,26,1,1.04811,0,325.12,44.225,60072.8,-0.0398716,0.035687800000000006,0.14,3.1,1.8344400000000002e-06,24.9762,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,145081,12,111,-9.0,3,1.2655100000000001,0.0646,1.2658399999999999,0.0646,1.2658399999999999,0.06464,0,300,0.0200875,-9,-9,-9,-9,60535.2,6.852930000000001,5.0025,3.3433800000000002,60526.1,2.224,-0.5173989999999999,1.3685,-0.08282189999999999,0.10371,25.0504,0.18170999999999998,1.7134e-06,2.86759e-07,0.06164630000000001,-2.2251799999999998e-07,9.419549999999998e-09,50,53.8728,0.32850999999999997,11,0,50,1,1.2658399999999999,0,-361.37300000000005,44.7332,60528.1,1.07308,-0.0363149,0.14,3.1,1.6286700000000002e-06,25.1054,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,310255,12,111,-9.0,3,1.1578,0.2656,1.15855,0.2656,1.15855,0.26561,0,300,0.00967268,-9,-9,-9,-9,59945.1,14.3964,14.3826,6.13903,59949.1,2.522,1.4591399999999999,1.41774,-0.00832016,0.0661733,24.7822,0.07282539999999998,2.1934700000000003e-06,1.47126e-07,0.04529280000000001,2.2597e-08,5.98925e-09,17,16.0037,0.52357,11,0,102,1,1.15855,0,-491.149,44.4948,59947.8,0.30931,-0.0710838,0.14,3.1,2.0302e-06,24.8662,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,248727,12,111,-9.0,3,1.39581,0.0321,1.39487,0.0321,1.39487,0.032189999999999996,0,300,0.0110556,-9,-9,-9,-9,60249.1,7.603,5.30155,5.28819,60233.7,1.945,0.0441111,0.93934,-0.0286759,0.0682408,25.1974,0.15874000000000002,1.49645e-06,2.1878699999999999e-07,0.0105998,-7.029550000000001e-08,1.07136e-08,20,32.9023,0.0345834,11,0,24,1,1.39487,0,-238.021,44.995,60232.9,0.0627124,-0.0647756,0.14,3.1,1.21849e-06,25.4204,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,12940,12,111,-9.0,3,0.34344,0.001,0.3437,0.001,0.3437,0.00168,0,300,0.0098513,-9,-9,-9,-9,60621.1,177.56599999999997,166.47400000000002,153.911,60618.8,0.07,0.9389700000000001,0.0504379,-0.12376,0.0191538,21.2466,0.021975900000000003,5.69318e-05,1.15233e-06,-8.08405e-05,-2.75499e-09,-1.78985e-08,52,19.3415,0.9999899999999999,11,0,78,1,0.3437,0,-239.419,41.2976,60618.8,0.9554,-0.135509,0.14,3.1,5.04095e-05,21.3787,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,310756,12,111,-9.0,3,0.8791100000000001,0.0428,0.8773,0.0428,0.8773,0.042839999999999996,0,300,0.00903317,-9,-9,-9,-9,59825.3,9.038969999999999,8.1662,6.14624,59820.8,3.507,-1.14606,0.72948,0.0877502,0.06893880000000001,24.6028,0.13447,2.5874400000000003e-06,3.20459e-07,-0.008543,3.3386199999999996e-08,-6.35467e-09,48,42.1853,0.70899,11,0,27,1,0.8773,0,317.678,43.7513,59809.8,0.28719,-0.0504879,0.14,3.1,3.78585e-06,24.1896,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,68263,12,111,-9.0,3,1.35849,0.1103,1.35795,0.1103,1.35795,0.11032,0,300,0.00670728,-9,-9,-9,-9,60605.2,7.221139999999999,5.14503,4.45414,60608.1,1.651,1.42301,0.95534,-0.0797696,0.0627408,25.5219,0.14451,1.10982e-06,1.4772e-07,-0.00158866,-7.10714e-08,6.64856e-09,50,51.8704,0.4008,11,0,30,1,1.35795,0,-114.75200000000001,44.9227,60610.5,0.24453000000000003,-0.0575101,0.14,3.1,1.30598e-06,25.3452,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,188137,12,111,-9.0,3,1.09149,0.0398,1.0892,0.0398,1.0892,0.03986,0,300,0.0135942,-9,-9,-9,-9,60238.3,20.2361,18.3854,6.30209,60238.8,0.616,-0.744123,0.35268,-0.20683600000000002,0.052210900000000005,24.4755,0.057255499999999994,2.90928e-06,1.53419e-07,0.0007981589999999999,-1.44938e-08,4.8582600000000006e-09,38,40.4795,0.36144,11,0,83,1,1.0892,0,426.957,44.3321,60238.8,-0.317497,-0.18299300000000002,0.14,3.1,2.9942900000000004e-06,24.4443,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,164894,12,111,-9.0,3,0.34155,0.001,0.34223000000000003,0.001,0.34223000000000003,0.00168,0,300,0.015596299999999999,-9,-9,-9,-9,59947.3,77.1454,65.0727,45.8477,59933.3,0.704,-0.445611,0.14326,-0.039368400000000005,0.029095999999999997,21.7865,0.0525543,3.46245e-05,1.6759799999999998e-06,0.00014803399999999999,-2.9303200000000002e-08,-3.95261e-08,24,18.9761,0.75327,11,0,43,1,0.34223000000000003,0,263.085,41.286,59933.2,-0.41898,-0.047449,0.14,3.1,3.31862e-05,21.8326,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,264708,12,111,-9.0,3,0.70489,0.017,0.70344,0.017,0.70344,0.01708,0,300,0.0167254,-9,-9,-9,-9,60165.3,58.2948,51.7839,31.7718,60163.8,1.244,0.40312,0.35468,-0.0950995,0.030397900000000005,23.177,0.029196800000000002,9.620750000000001e-06,2.58714e-07,-0.00376548,4.0294e-08,-4.678449999999999e-09,34,32.0367,0.56414,11,0,6,1,0.70344,0,5.61163,43.1617,60162.1,1.1516,-0.109616,0.14,3.1,8.62405e-06,23.2957,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,202883,12,111,-9.0,3,0.63095,0.0957,0.63194,0.0957,0.63194,0.09571,0,300,0.020132,-9,-9,-9,-9,59947.4,23.3669,19.0047,15.6282,59938.9,2.622,-0.744785,0.45347,-0.107701,0.0525802,23.555,0.11606,6.7921699999999995e-06,7.26079e-07,-0.0072828,1.32873e-07,-2.6914700000000003e-08,28,26.8523,0.5263,11,0,126,1,0.63194,0,273.717,42.8746,59938.7,-1.05291,-0.0570082,0.14,3.1,7.27618e-06,23.4802,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,51121,12,111,-9.0,3,0.79075,0.0233,0.79159,0.0233,0.79159,0.02338,0,300,0.0236316,-9,-9,-9,-9,59947.3,15.6382,11.3916,8.55035,59933.6,0.039,-0.0410134,0.59328,-0.16680699999999998,0.0490102,23.8082,0.0866834,5.37948e-06,4.2948900000000004e-07,0.0102588,-2.22886e-07,-5.54107e-09,32,23.6406,0.85713,11,0,74,1,0.79159,0,368.199,43.4733,59935.2,-0.41123699999999996,-0.136764,0.14,3.1,5.71773e-06,23.7419,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,261870,12,111,-9.0,3,0.55638,0.001,0.55587,0.001,0.55587,0.00185,0,300,0.020803400000000003,-9,-9,-9,-9,59962.2,75.8063,55.7587,39.9927,59965.5,0.171,0.53052,0.13144,-0.0487475,0.020947999999999998,22.9358,0.0221504,1.2014e-05,2.451e-07,0.000279424,-9.14495e-09,-3.5154400000000004e-09,51,40.6087,0.85111,11,0,16,1,0.55587,0,697.038,42.5388,59965.6,0.30862,-0.0470721,0.14,3.1,1.14847e-05,22.9847,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,264594,12,111,-9.0,3,0.7688,0.001,0.77153,0.001,0.77153,0.00204,0,300,0.026040800000000003,-9,-9,-9,-9,59679.0,22.3366,15.309,10.9138,59676.1,0.401,-0.199241,0.42911000000000005,-0.00547527,0.0365954,23.9396,0.040624,4.76612e-06,1.7832899999999998e-07,0.00448968,-5.21702e-08,-1.77305e-09,24,21.1539,0.62963,11,0,48,1,0.77153,0,-196.155,43.4025,59676.2,0.23826,0.041495699999999996,0.14,3.1,3.98909e-06,24.1328,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,127561,12,111,-9.0,3,0.85782,0.1128,0.8558399999999999,0.1128,0.8558399999999999,0.11282,0,300,0.0226438,-9,-9,-9,-9,60195.3,14.7177,14.3101,10.9974,60189.8,0.663,-0.126185,0.39321999999999996,0.00593786,0.039593300000000005,24.3347,0.050982,3.3122300000000002e-06,1.55529e-07,0.00312584,-3.43439e-08,6.385109999999999e-10,46,44.551,0.53304,11,0,97,1,0.8558399999999999,0,136.78,43.6853,60190.7,0.22044,0.0364214,0.14,3.1,3.1122900000000004e-06,24.4023,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,281477,12,111,-9.0,3,0.48781,0.001,0.48591999999999996,0.001,0.48591999999999996,0.00179,0,300,0.015745099999999998,-9,-9,-9,-9,60580.2,40.0847,38.5297,32.3932,60544.0,0.423,0.6723100000000001,0.3229,-0.0363167,0.0375314,22.6408,0.0617555,1.57646e-05,8.96673e-07,0.00461239,-2.15488e-07,-2.5578699999999997e-08,31,26.7868,0.68284,11,0,67,1,0.48591999999999996,0,190.66400000000002,42.1896,60547.2,0.95493,0.0838426,0.14,3.1,1.1848900000000001e-05,22.9508,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,296426,12,111,-9.0,3,0.68786,0.001,0.68677,0.001,0.68677,0.00196,0,300,0.0189989,-9,-9,-9,-9,60287.1,31.0729,30.8601,18.3024,60285.6,0.787,-2.83432,0.66314,-0.0295488,0.0361594,23.91,0.0281524,4.8976599999999995e-06,1.26993e-07,0.00790623,-3.82078e-09,-1.07336e-09,16,15.531,0.48615,11,0,23,1,0.68677,0,-93.9072,43.0976,60286.2,-2.6080400000000004,-0.06387530000000001,0.14,3.1,4.94421e-06,23.8998,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,67226,12,111,-9.0,3,0.94344,0.0126,0.94268,0.0126,0.94268,0.01275,0,300,0.018207400000000002,-9,-9,-9,-9,60224.1,24.8218,18.0206,15.7447,60221.7,0.41,-0.62779,0.2697,-0.157218,0.032437099999999996,24.1837,0.037026800000000006,3.80634e-06,1.2980700000000002e-07,0.00130427,-1.20085e-08,1.00078e-09,36,32.9023,0.6167100000000001,11,0,95,1,0.94268,0,-7.32463,43.9427,60222.3,-0.338443,-0.121359,0.14,3.1,3.58471e-06,24.2489,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,48408,12,111,-9.0,3,0.89394,0.0663,0.89392,0.0663,0.89392,0.06633,0,300,0.0160155,-9,-9,-9,-9,60356.2,21.0652,19.5964,16.13,60357.8,0.42,0.26875,0.32326,-0.100784,0.0313704,24.149,0.0371014,3.93014e-06,1.34299e-07,0.000629874,-2.23048e-08,5.7037e-10,56,59.0151,0.36591,11,0,25,1,0.89392,0,665.191,43.7995,60357.3,0.41003,-0.0478188,0.14,3.1,3.6513400000000003e-06,24.2289,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,206436,12,111,-9.0,3,1.22417,0.2541,1.22157,0.2541,1.22157,0.25411,0,300,0.00643025,-9,-9,-9,-9,60153.3,11.8817,9.80466,4.8078,60148.5,1.53,-1.0603200000000002,0.68986,-0.0971884,0.0790126,24.7785,0.12176,2.2008599999999997e-06,2.46811e-07,0.016999200000000003,-7.080989999999999e-08,8.891450000000001e-09,41,25.3387,0.9738700000000001,11,0,130,1,1.22157,0,298.121,44.6405,60149.1,-0.156862,-0.06106469999999999,0.14,3.1,1.62464e-06,25.1081,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,325588,12,111,-9.0,3,0.92384,0.0166,0.92301,0.0166,0.92301,0.01671,0,300,0.0199624,-9,-9,-9,-9,60546.4,16.5068,13.8211,13.1634,60541.4,0.077,0.0825132,0.5489,-0.017734,0.0357943,24.3496,0.045293599999999996,3.26702e-06,1.3628999999999998e-07,0.000979688,-4.09842e-08,1.0434e-09,60,51.7289,0.76767,11,0,54,1,0.92301,0,20.5015,43.8862,60542.4,-0.023544700000000002,-0.030523599999999998,0.14,3.1,3.0341300000000003e-06,24.4299,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,314478,12,111,-9.0,3,1.02035,0.0145,1.01924,0.0145,1.01924,0.01464,0,300,0.0185259,-9,-9,-9,-9,59813.1,14.619,13.3179,5.13435,59810.4,0.068,-1.44349,0.40419,-0.06973760000000001,0.0624582,24.4101,0.0489457,3.0900799999999997e-06,1.3930300000000001e-07,0.00372221,-1.61734e-08,3.59565e-09,47,38.3213,0.8124899999999999,11,0,116,1,1.01924,0,89.0746,44.1526,59810.0,-0.0205803,-0.0620384,0.14,3.1,2.5985900000000006e-06,24.5982,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,278756,12,111,-9.0,3,0.17252,0.001,0.1753,0.001,0.1753,0.00154,0,300,0.015596299999999999,-9,-9,-9,-9,60050.0,181.683,171.042,168.92700000000002,60052.7,0.133,-1.49619,0.12696,-0.037321,0.0200506,20.4407,0.023967099999999998,0.00011960100000000001,2.64014e-06,1.64195e-05,-8.91075e-08,-3.2715799999999996e-08,16,1.5213299999999998,1.0,11,0,43,1,0.1753,0,-423.389,39.633,60052.7,-1.5162799999999999,-0.0355781,0.14,3.1,0.00012764700000000002,20.37,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,28545,12,111,-9.0,3,0.7163,0.001,0.71632,0.001,0.71632,0.00199,0,300,0.0187179,-9,-9,-9,-9,60608.1,25.7849,22.7198,16.9767,60600.5,0.362,0.031216200000000003,0.25277,-0.00568252,0.0314222,23.9388,0.027808099999999995,4.76961e-06,1.2216e-07,0.000542473,-1.1865e-08,-1.5665899999999999e-09,44,28.4289,0.9668399999999999,11,0,124,1,0.71632,0,-433.98900000000003,43.2081,60600.3,-0.195499,0.0378875,0.14,3.1,4.558540000000001e-06,23.9879,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,41965,12,111,-9.0,3,0.56211,0.0088,0.55915,0.0088,0.55915,0.00894,0,300,0.00811079,-9,-9,-9,-9,59770.4,85.2449,60.5982,38.525,59766.5,1.132,0.139,0.28726999999999997,-0.00568836,0.030777600000000002,23.1174,0.0366488,1.0163799999999999e-05,3.4307899999999994e-07,-0.00254525,4.65433e-08,-7.79894e-09,36,30.6025,0.7228399999999999,11,0,77,1,0.55915,0,553.742,42.5577,59767.2,-0.018586099999999998,0.00573181,0.14,3.1,9.30652e-06,23.213,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,156859,12,111,-9.0,3,0.68285,0.0447,0.68315,0.0447,0.68315,0.04473,0,300,0.00846776,-9,-9,-9,-9,59839.2,29.9215,17.4577,11.2326,59830.3,0.393,-1.5743,0.34319,-0.0843685,0.0365503,24.0092,0.036918,4.47008e-06,1.51995e-07,0.00131665,-2.6389200000000003e-08,-1.3567e-09,48,53.4042,0.27438,11,0,35,1,0.68315,0,-295.764,43.0818,59830.5,-1.8763400000000001,-0.0277541,0.14,3.1,4.97293e-06,23.8935,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,74007,12,111,-9.0,3,1.19707,0.0647,1.19527,0.0647,1.19527,0.06475,0,300,0.00643025,-9,-9,-9,-9,60508.3,8.00572,5.84529,2.9907,60503.7,0.673,1.9123,1.1795799999999999,-0.0505324,0.0902288,24.994,0.14452,1.8046599999999998e-06,2.4020700000000003e-07,0.019244499999999998,-1.56496e-07,1.13879e-08,40,38.9502,0.5174,11,0,130,1,1.19527,0,61.1271,44.5812,60506.5,0.65209,-0.040652600000000004,0.14,3.1,1.7965900000000002e-06,24.9989,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,203030,12,111,-9.0,3,0.9203899999999999,0.0612,0.91859,0.0612,0.91859,0.06122999999999999,0,300,0.010212299999999999,-9,-9,-9,-9,60240.1,21.1457,19.726,14.1698,60234.9,0.431,0.49528,0.41726,-0.052827099999999995,0.032014,24.2409,0.0396978,3.6111e-06,1.32033e-07,0.00165924,-3.01872e-08,5.82501e-10,28,28.8699,0.41915,11,0,105,1,0.91859,0,110.804,43.8745,60235.1,0.6748,-0.0303257,0.14,3.1,3.3542900000000004e-06,24.321,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,239007,12,111,-9.0,3,0.5895600000000001,0.001,0.588,0.001,0.588,0.00188,0,300,0.00611278,-9,-9,-9,-9,60223.2,76.9803,54.2961,34.9678,60220.6,0.19,-1.21777,0.18937,-0.126365,0.028918,23.1958,0.026908299999999996,9.455369999999999e-06,2.3433700000000002e-07,0.000442962,-1.5649699999999998e-08,-4.70036e-09,44,47.8508,0.31927,11,0,115,1,0.588,0,289.878,42.6879,60220.7,-1.16252,-0.06836260000000001,0.14,3.1,8.80057e-06,23.2737,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,290116,12,111,-9.0,3,0.8553700000000001,0.0178,0.85301,0.0178,0.85301,0.0179,0,300,0.018615700000000002,-9,-9,-9,-9,60287.1,17.952,13.7927,10.9015,60297.4,1.951,-1.1634,0.98349,-0.07104060000000001,0.0399095,24.1933,0.10744000000000001,3.77296e-06,3.73356e-07,0.00313357,1.61859e-07,2.7002700000000002e-09,12,6.36421,0.8966200000000001,11,0,44,1,0.85301,0,237.815,43.6768,60300.5,0.13685,-0.0600078,0.14,3.1,4.0863999999999995e-06,24.1066,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,206568,12,111,-9.0,3,0.8755700000000001,0.0641,0.87561,0.0641,0.87561,0.06412999999999999,0,300,0.012535,-9,-9,-9,-9,59825.3,8.22771,5.8393,4.343030000000001,59797.5,3.693,-0.411095,0.82347,-0.179149,0.07389630000000001,23.7957,0.19121,5.4413e-06,9.58249e-07,0.018952200000000002,-2.70764e-07,-2.1221299999999998e-08,28,39.6479,0.0710502,11,0,123,1,0.87561,0,-248.169,43.744,59794.9,0.76178,-0.120304,0.14,3.1,4.94569e-06,23.8994,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,133185,12,111,-9.0,3,0.7600600000000001,0.0347,0.7590899999999999,0.0347,0.7590899999999999,0.03474,0,300,0.00595685,-9,-9,-9,-9,60611.1,41.8969,41.6481,21.262,60614.8,0.242,0.0012619,0.17952,-0.113765,0.027384,23.9785,0.024149700000000003,4.59846e-06,1.0228199999999999e-07,-0.000292502,-5.7509e-09,-6.98675e-10,60,35.5102,0.99505,11,0,42,1,0.7590899999999999,0,88.8681,43.3637,60615.0,0.09510199999999999,-0.037068000000000004,0.14,3.1,5.079269999999999e-06,23.8705,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,240578,12,111,-9.0,3,0.6209899999999999,0.0172,0.62152,0.0172,0.62152,0.01728,0,300,0.0185352,-9,-9,-9,-9,59842.0,54.4799,38.9005,27.9449,59844.5,0.305,0.9561299999999999,0.21886999999999998,-0.0386948,0.0271986,23.222,0.025716500000000003,9.22952e-06,2.1860800000000002e-07,0.000147467,-1.6977999999999998e-08,-4.02121e-09,40,29.7022,0.88335,11,0,17,1,0.62152,0,-362.658,42.8313,59844.3,1.3313700000000002,-0.0367702,0.14,3.1,9.719630000000001e-06,23.1659,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,81362,12,111,-9.0,3,0.9676799999999999,0.022,0.9668,0.022,0.9668,0.022080000000000002,0,300,0.00904526,-9,-9,-9,-9,60574.2,12.6546,9.34856,5.17532,60565.5,0.74,-0.292028,0.50662,0.045421699999999995,0.0464313,24.6803,0.06897289999999999,2.4092500000000003e-06,1.5305099999999999e-07,0.00397502,-5.07322e-08,1.3845199999999999e-09,52,56.2221,0.31978,11,0,129,1,0.9668,0,-167.872,44.0106,60565.1,-0.6574810000000001,-0.00469572,0.14,3.1,2.3161599999999997e-06,24.7231,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,309266,12,111,-9.0,3,0.45383,0.001,0.45538999999999996,0.001,0.45538999999999996,0.00177,0,300,0.0204305,-9,-9,-9,-9,59646.1,64.4616,45.7486,34.0678,59643.7,0.702,-0.17239100000000002,0.20847,-0.06451069999999999,0.0215988,22.5122,0.0279337,1.77463e-05,4.56574e-07,-0.0008922110000000001,3.5846400000000004e-08,-7.01141e-09,41,48.1236,0.2067,11,0,88,1,0.45538999999999996,0,37.7797,42.0162,59644.3,-0.462696,-0.0500394,0.14,3.1,1.69696e-05,22.5608,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,226163,12,111,-9.0,3,0.96083,0.1287,0.9634,0.1287,0.9634,0.12872,0,300,0.018938,-9,-9,-9,-9,60345.2,13.0328,12.9972,5.73458,60348.9,0.888,1.30187,0.53308,0.0681044,0.0389709,24.5487,0.0506353,2.71962e-06,1.26834e-07,0.00212114,-3.88829e-08,9.92258e-10,60,52.7893,0.73405,11,0,94,1,0.9634,0,-83.8671,43.9973,60348.2,1.10401,-0.000598725,0.14,3.1,2.9082799999999996e-06,24.4759,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,162388,12,111,-9.0,3,0.40933,0.0177,0.40747,0.0177,0.40747,0.017759999999999998,0,300,0.018712599999999996,-9,-9,-9,-9,59750.4,105.456,83.7187,54.5886,59745.1,0.816,1.72292,0.21561999999999998,-0.0292298,0.0221926,22.1468,0.030373200000000003,2.48481e-05,6.9512e-07,-0.00116303,4.8185699999999996e-08,-1.1535600000000001e-08,40,25.4391,0.96447,11,0,20,1,0.40747,0,393.43699999999995,41.7348,59745.8,1.36624,0.00937089,0.14,3.1,2.34951e-05,22.2076,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,78869,12,111,-9.0,3,0.34303,0.001,0.34074,0.001,0.34074,0.00167,0,300,0.0192377,-9,-9,-9,-9,59750.4,78.6255,76.0821,39.1745,59734.8,0.948,0.8837,0.20954,0.0372349,0.03661969999999999,21.9287,0.0762471,3.03756e-05,2.13316e-06,0.00172131,-1.89088e-07,-6.742489999999999e-08,20,8.33237,0.9894299999999999,11,0,86,1,0.34074,0,518.138,41.2797,59734.2,0.8404299999999999,0.0526797,0.14,3.1,2.95014e-05,21.9604,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,108972,12,111,-9.0,3,0.8887700000000001,0.2539,0.8864799999999999,0.2539,0.8864799999999999,0.25390999999999997,0,300,0.0106885,-9,-9,-9,-9,59839.1,14.1904,11.024,9.44571,59833.9,0.598,1.62856,0.40697,0.0711248,0.037382900000000004,24.6485,0.043798199999999995,2.48097e-06,1.0008200000000001e-07,0.001699,-2.4119099999999998e-08,2.4898300000000003e-10,60,67.4219,0.23831,11,0,70,1,0.8864799999999999,0,272.657,43.7797,59834.3,1.3202399999999999,0.09259769999999999,0.14,3.1,2.8004000000000003e-06,24.517,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
