VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_SLSN_INDEX,SIMSED_bfield,SIMSED_mns,SIMSED_pspin,SIMSED_kappa,SIMSED_kappagamma,SIMSED_mej,SIMSED_temp,SIMSED_vej
SN:,142454,12,111,-9.0,3,0.36068,0.001,0.35944,0.001,0.35944,0.00169,0,300,0.0110993,-9,-9,-9,-9,59770.4,154.234,118.63,117.13,59773.6,0.158,-0.09673419999999999,0.09123300000000001,-0.0155613,0.0199894,21.9693,0.022540400000000002,2.92598e-05,6.07447e-07,1.32151e-05,-6.1406499999999995e-09,-9.74306e-09,32,11.2666,0.99974,11,0,65,1,0.35944,0,66.4735,41.4136,59773.4,-0.104999,-0.0033611,0.14,3.1,2.70936e-05,22.0528,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,79847,12,111,-9.0,3,0.598,0.0262,0.6006,0.0262,0.6006,0.02625,0,300,0.016039400000000002,-9,-9,-9,-9,59679.0,36.6808,31.1903,29.4545,59673.3,0.224,0.94821,0.26134,0.0164658,0.0308522,23.2374,0.032094599999999994,9.099860000000001e-06,2.68994e-07,0.00203521,-4.135730000000001e-08,-5.7578300000000006e-09,24,26.3119,0.33753,11,0,59,1,0.6006,0,-221.46900000000002,42.7381,59673.1,0.57182,0.0117323,0.14,3.1,8.3606e-06,23.3294,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,4016,12,111,-9.0,3,1.2883799999999999,0.0738,1.28483,0.0738,1.28483,0.07382999999999999,0,300,0.019691099999999996,-9,-9,-9,-9,60593.1,9.37075,5.39734,3.6974,60585.5,0.23,-1.57749,0.75478,-0.032248200000000005,0.0698148,24.8865,0.13084,1.9925400000000002e-06,2.40113e-07,0.00246918,-9.442500000000001e-08,1.06835e-08,29,45.3523,0.027185200000000003,11,0,14,1,1.28483,0,776.4839999999999,44.7769,60583.9,-0.6558649999999999,-0.0896377,0.14,3.1,1.45766e-06,25.2259,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,137859,12,111,-9.0,3,1.06224,0.0253,1.0612700000000002,0.0253,1.0612700000000002,0.02538,0,300,0.00807619,-9,-9,-9,-9,60491.4,9.045639999999999,7.081289999999999,4.472659999999999,60494.5,3.431,-0.8968799999999999,1.1936200000000001,0.11227000000000001,0.10357999999999999,24.5144,0.09983639999999999,2.8069599999999997e-06,2.58107e-07,0.014039099999999999,-7.170499999999999e-08,1.2764299999999999e-08,31,21.5171,0.8976,11,0,113,1,1.0612700000000002,0,-146.762,44.261,60486.4,0.65174,-0.042764300000000005,0.14,3.1,2.4274000000000003e-06,24.6721,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,261058,12,111,-9.0,3,0.8948799999999999,0.053,0.89684,0.053,0.89684,0.053029999999999994,0,300,0.024123,-9,-9,-9,-9,60341.2,9.92923,9.54866,6.81808,60345.9,0.335,-0.0483851,0.6671,0.1548,0.055253199999999995,24.8074,0.05724019999999999,2.1430900000000004e-06,1.1298400000000001e-07,0.00862186,-4.4984900000000003e-08,3.8901e-11,56,75.5909,0.041614099999999994,11,0,29,1,0.89684,0,78.6664,43.806,60346.4,0.78701,0.15348,0.14,3.1,2.14468e-06,24.8066,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,257626,12,111,-9.0,3,1.06907,0.0907,1.0671,0.0907,1.0671,0.09072000000000001,0,300,0.0089613,-9,-9,-9,-9,59884.1,9.247760000000001,7.380739999999999,3.59691,59886.9,1.248,-1.0697,0.9810700000000001,-0.0487714,0.09261989999999999,25.2657,0.0908107,1.40519e-06,1.1753000000000001e-07,0.036388,-4.38701e-08,4.39971e-09,20,23.1444,0.28176,11,0,3,1,1.0671,0,128.05,44.2767,59887.7,-0.661918,0.0562124,0.14,3.1,1.52246e-06,25.1786,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,175969,12,111,-9.0,3,1.0810799999999998,0.2655,1.08005,0.2655,1.08005,0.26550999999999997,0,300,0.0104836,-9,-9,-9,-9,60624.1,7.500710000000001,5.42897,3.7713300000000003,60633.7,0.038,-0.386848,0.72618,0.13278,0.12758,25.1011,0.13948,1.6350999999999998e-06,2.1005299999999998e-07,0.00615161,-6.9894e-08,1.4902799999999997e-08,11,7.11517,0.78968,11,0,114,1,1.08005,0,-139.988,44.3081,60631.2,-1.19458,0.11794,0.14,3.1,1.15773e-06,25.476,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,292577,12,111,-9.0,3,0.8255899999999999,0.0373,0.82352,0.0373,0.82352,0.03734,0,300,0.014437,-9,-9,-9,-9,59782.3,30.4883,28.9311,13.9168,59784.0,0.335,0.80798,0.28576999999999997,-0.0827372,0.030209899999999998,23.9495,0.033979199999999994,4.72274e-06,1.4780300000000002e-07,0.00102219,-2.5211999999999998e-08,-3.41202e-10,56,51.0525,0.6622100000000001,11,0,22,1,0.82352,0,233.627,43.5825,59783.7,0.63366,-0.057380499999999994,0.14,3.1,4.716869999999999e-06,23.9509,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,11269,12,111,-9.0,3,1.0751899999999999,0.0985,1.07477,0.0985,1.07477,0.09852999999999999,0,300,0.021935,-9,-9,-9,-9,60226.4,10.203,9.36612,4.51645,60227.5,1.062,-0.120227,0.75154,0.012962399999999999,0.0735522,24.6528,0.0782041,2.47109e-06,1.77989e-07,0.00758851,-6.05682e-08,6.45972e-09,32,40.2439,0.15031,11,0,99,1,1.07477,0,-392.43199999999996,44.2943,60227.3,1.06775,0.0296059,0.14,3.1,2.0200099999999996e-06,24.8716,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,228371,12,111,-9.0,3,0.8315899999999999,0.0389,0.8300799999999999,0.0389,0.8300799999999999,0.038939999999999995,0,300,0.0106428,-9,-9,-9,-9,59826.4,19.5707,15.3778,11.3427,59823.5,0.305,-1.34585,0.27097,-0.0668146,0.0325928,24.2079,0.0367932,3.7225099999999998e-06,1.26148e-07,0.00140355,-1.8962700000000003e-08,-9.80987e-11,68,59.4163,0.76167,11,0,109,1,0.8300799999999999,0,49.3422,43.603,59823.3,-1.2041,-0.0257048,0.14,3.1,3.3361699999999995e-06,24.3269,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,39868,12,111,-9.0,3,0.74269,0.0219,0.7419600000000001,0.0219,0.7419600000000001,0.02197,0,300,0.0073296,-9,-9,-9,-9,60624.1,38.4316,32.8568,22.1872,60614.0,0.269,0.31882,0.19487000000000002,0.0524975,0.0286803,24.0064,0.0245152,4.48178e-06,1.01196e-07,-3.71998e-05,-6.54314e-09,-1.16971e-09,60,55.5665,0.63827,11,0,76,1,0.7419600000000001,0,13.886,43.3026,60613.6,0.37288000000000004,0.05487190000000001,0.14,3.1,4.28336e-06,24.0555,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,68658,12,111,-9.0,3,0.79424,0.0368,0.79187,0.0368,0.79187,0.03684,0,300,0.0223315,-9,-9,-9,-9,60535.3,22.1274,15.1029,14.4575,60524.6,3.532,0.80815,0.77064,-0.0150944,0.0501815,23.9547,0.11087999999999999,4.7004800000000004e-06,4.800460000000001e-07,0.00521643,-2.8922300000000002e-08,-1.4943999999999998e-08,28,22.113,0.77603,11,0,8,1,0.79187,0,275.624,43.4782,60531.9,0.46887,0.018986700000000002,0.14,3.1,4.08739e-06,24.1064,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,190530,12,111,-9.0,3,1.12639,0.2482,1.12706,0.2482,1.12706,0.24821,0,300,0.00967268,-9,-9,-9,-9,60581.2,9.35445,7.886360000000001,4.05928,60585.1,0.937,0.65647,0.55376,-0.000628432,0.0647336,24.845,0.07313380000000001,2.07013e-06,1.39441e-07,0.00788149,-3.6231e-08,4.00771e-09,53,48.5448,0.6481100000000001,11,0,102,1,1.12706,0,-464.29,44.4208,60583.7,0.73005,-0.0820563,0.14,3.1,2.36754e-06,24.6993,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,319740,12,111,-9.0,3,0.9960100000000001,0.0329,0.9941700000000001,0.0329,0.9941700000000001,0.03296,0,300,0.0210724,-9,-9,-9,-9,59887.1,11.4916,10.2865,7.243869999999999,59894.2,2.066,-0.09328539999999999,0.83604,-0.0399004,0.0478144,24.6296,0.0824146,2.5243400000000004e-06,1.91614e-07,0.0110702,4.11057e-08,3.70919e-09,16,15.0507,0.52093,11,0,93,1,0.9941700000000001,0,300.026,44.0865,59893.7,-0.25698899999999997,-0.022487,0.14,3.1,2.39262e-06,24.6878,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,308650,12,111,-9.0,3,1.12496,0.0276,1.12343,0.0276,1.12343,0.02769,0,300,0.0202193,-9,-9,-9,-9,60195.3,10.3307,8.867980000000001,5.03034,60201.3,1.216,0.19894,0.7332,-0.00143511,0.0745016,24.6837,0.0868227,2.40182e-06,1.9206600000000002e-07,0.00876526,-6.25331e-08,7.42076e-09,39,40.9466,0.3851,11,0,47,1,1.12343,0,-57.4914,44.4144,60201.3,1.02304,-0.00262512,0.14,3.1,1.97142e-06,24.8981,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,6164,12,111,-9.0,3,1.01004,0.326,1.00777,0.326,1.00777,0.32600999999999997,0,300,0.023375299999999998,-9,-9,-9,-9,59801.4,14.485,10.6912,4.6804,59807.2,1.953,1.29083,1.1131799999999998,-0.135663,0.0750118,24.4934,0.08441839999999999,2.86182e-06,2.22513e-07,0.0311882,-1.77683e-07,1.5918299999999999e-09,32,30.1207,0.56191,11,0,79,1,1.00777,0,189.37400000000002,44.1235,59809.4,0.85259,-0.08143539999999999,0.14,3.1,3.15746e-06,24.3867,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,180118,12,111,-9.0,3,0.55525,0.001,0.55273,0.001,0.55273,0.00185,0,300,0.00903317,-9,-9,-9,-9,60192.3,24.9486,24.9171,18.7988,60175.8,1.587,-0.10525599999999999,0.33191,-0.0428638,0.044726,23.1359,0.10178999999999999,9.992029999999999e-06,9.36748e-07,0.00227725,-8.349680000000001e-08,-3.37508e-08,36,40.774,0.2685,11,0,27,1,0.55273,0,568.505,42.5268,60178.3,-0.566009,-0.0313224,0.14,3.1,9.91803e-06,23.1439,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,301106,12,111,-9.0,3,1.0838299999999998,0.1877,1.0823200000000002,0.1877,1.0823200000000002,0.18771,0,300,0.00885576,-9,-9,-9,-9,60168.2,13.3283,12.6498,4.1692,60174.9,0.848,-0.26109099999999996,0.51751,-0.13609100000000002,0.0659669,24.8368,0.07388910000000001,2.0859099999999997e-06,1.41955e-07,0.00576958,-2.90286e-08,5.03388e-09,41,30.2573,0.89139,11,0,118,1,1.0823200000000002,0,-18.813,44.3143,60174.7,-0.43508,-0.0785922,0.14,3.1,2.22527e-06,24.7665,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,265337,12,111,-9.0,3,0.75174,0.0176,0.75063,0.0176,0.75063,0.01768,0,300,0.00885576,-9,-9,-9,-9,59800.2,29.3797,24.9463,18.0436,59804.4,0.33,-0.156195,0.22013000000000002,-0.0980453,0.029658499999999997,23.8824,0.026773599999999998,5.02373e-06,1.23882e-07,0.00011702,-9.80771e-09,-8.87201e-10,60,47.9778,0.8683799999999999,11,0,118,1,0.75063,0,-64.7597,43.334,59803.9,-0.268325,-0.0741038,0.14,3.1,5.53658e-06,23.7769,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,276462,12,111,-9.0,3,0.7729699999999999,0.0356,0.7723,0.0356,0.7723,0.03564,0,300,0.00807619,-9,-9,-9,-9,60125.4,21.7025,16.6376,10.3367,60131.0,0.281,1.5115,0.54475,0.0480904,0.0417157,24.2237,0.051276,3.6687300000000005e-06,1.73263e-07,-0.00092145,-6.39679e-08,7.00517e-10,32,21.1344,0.92868,11,0,113,1,0.7723,0,-176.957,43.4094,60134.3,-0.265504,0.0173162,0.14,3.1,3.98034e-06,24.1352,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,214272,12,111,-9.0,3,0.8856700000000001,0.3392,0.88339,0.3392,0.88339,0.33921,0,300,0.019191099999999996,-9,-9,-9,-9,60250.2,14.2875,11.8648,11.322,60255.3,0.375,-0.154082,0.33603,-0.0649569,0.0362639,23.9372,0.0506406,4.77649e-06,2.2278400000000002e-07,0.00258474,-5.31257e-08,-1.38353e-10,28,22.1803,0.77287,11,0,28,1,0.88339,0,207.822,43.7704,60255.4,-0.0944075,-0.107674,0.14,3.1,4.1694e-06,24.0848,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,68438,12,111,-9.0,3,1.306,0.0637,1.307,0.0637,1.307,0.06373999999999999,0,300,0.019931099999999997,-9,-9,-9,-9,60162.2,8.845239999999999,6.48535,3.3019199999999995,60176.2,1.662,1.8316599999999998,0.93816,-0.110181,0.0629631,25.1435,0.1506,1.5725799999999999e-06,2.18128e-07,-0.00320263,-1.23507e-07,9.43909e-09,44,40.6181,0.61737,11,0,131,1,1.307,0,-594.484,44.8186,60175.4,1.089,-0.07521019999999999,0.14,3.1,1.6858700000000003e-06,25.0679,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,163472,12,111,-9.0,3,1.10054,0.2498,1.10249,0.2498,1.10249,0.24981,0,300,0.0192366,-9,-9,-9,-9,59962.2,12.3042,11.0066,4.55923,59972.5,1.093,0.43513,0.7488100000000001,-0.176951,0.0675349,24.9582,0.07695439999999999,1.86519e-06,1.322e-07,0.0129584,-3.55285e-08,4.76152e-09,35,30.0563,0.70557,11,0,125,1,1.10249,0,151.363,44.3603,59971.4,0.22558000000000003,-0.0563764,0.14,3.1,2.17983e-06,24.7889,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,179572,12,111,-9.0,3,0.84414,0.001,0.84346,0.001,0.84346,0.00209,0,300,0.0125155,-9,-9,-9,-9,60549.2,25.9385,22.0216,16.7117,60547.3,0.061,1.56093,0.28509,-0.041922100000000004,0.029719299999999997,23.9923,0.0325318,4.5402400000000004e-06,1.36039e-07,0.000556937,-2.2469200000000002e-08,-1.5297499999999998e-10,63,52.4436,0.826,11,0,41,1,0.84346,0,-199.43,43.6448,60547.7,1.40878,-0.0200731,0.14,3.1,4.42469e-06,24.0203,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,317654,12,111,-9.0,3,1.17763,0.0674,1.1764,0.0674,1.1764,0.06744,0,300,0.0125155,-9,-9,-9,-9,60549.2,9.12381,7.08983,3.25983,60550.7,1.069,0.95781,0.73801,-0.0476849,0.0706464,24.9988,0.0946824,1.79666e-06,1.56679e-07,0.00975304,-4.8616400000000005e-08,6.282439999999999e-09,46,32.1448,0.93948,11,0,41,1,1.1764,0,-108.891,44.5379,60552.5,0.88615,-0.032485599999999996,0.14,3.1,1.88257e-06,24.9481,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,186502,12,111,-9.0,3,0.87356,0.0234,0.87272,0.0234,0.87272,0.02348,0,300,0.0207507,-9,-9,-9,-9,60238.3,10.9506,10.7455,8.04771,60238.0,0.649,-1.1629399999999999,0.54346,-0.0169186,0.0416466,24.3949,0.0564028,3.1335800000000002e-06,1.62786e-07,0.00304027,-4.69325e-08,1.3534399999999998e-09,40,40.9222,0.42983000000000005,11,0,9,1,0.87272,0,-218.041,43.7362,60237.0,-1.85034,-0.0125762,0.14,3.1,2.6151599999999997e-06,24.5913,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,209495,12,111,-9.0,3,0.9329200000000001,0.0154,0.9323,0.0154,0.9323,0.01553,0,300,0.0226438,-9,-9,-9,-9,60593.2,14.365,12.69,7.711539999999999,60583.5,0.492,0.61382,0.40521,0.0289667,0.037598900000000005,24.3008,0.0524471,3.4174300000000005e-06,1.65081e-07,0.00226046,-4.74391e-08,4.02628e-10,48,32.0951,0.9622799999999999,11,0,97,1,0.9323,0,-290.888,43.9128,60584.2,0.88213,0.00848569,0.14,3.1,2.9767000000000002e-06,24.4507,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,266135,12,111,-9.0,3,0.94178,0.1368,0.94039,0.1368,0.94039,0.13683,0,300,0.0185352,-9,-9,-9,-9,60621.2,23.8623,22.1288,14.3402,60620.1,0.671,0.42483000000000004,0.5100100000000001,-0.08835950000000001,0.033713400000000004,24.2117,0.044652,3.7096499999999997e-06,1.52563e-07,0.0029378,-3.4621800000000006e-08,1.1993900000000001e-09,24,23.3455,0.49949,11,0,17,1,0.94039,0,175.391,43.9369,60620.1,0.21488000000000002,-0.0877586,0.14,3.1,3.51644e-06,24.2697,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,140163,12,111,-9.0,3,0.8983399999999999,0.0378,0.89805,0.0378,0.89805,0.03784,0,300,0.0189989,-9,-9,-9,-9,60532.3,16.5551,11.2174,9.76303,60530.4,0.055,-1.14814,0.7782100000000001,-0.07404939999999999,0.0451079,24.4584,0.0495517,2.9556400000000004e-06,1.3489200000000001e-07,0.01204,-3.1062e-08,6.41704e-10,36,52.5361,0.036936500000000004,11,0,23,1,0.89805,0,-387.10900000000004,43.8122,60527.6,-0.07406130000000001,-0.015481799999999999,0.14,3.1,3.09163e-06,24.4095,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,36311,12,111,-9.0,3,1.05789,0.1055,1.0600399999999999,0.1055,1.0600399999999999,0.10552,0,300,0.0180075,-9,-9,-9,-9,60031.0,11.4946,9.6597,4.60458,60028.0,1.051,-0.203999,0.65855,-0.060831100000000006,0.0736715,24.8493,0.07699249999999999,2.06202e-06,1.46223e-07,0.00897243,-4.49852e-08,4.91096e-09,20,14.8039,0.78752,11,0,55,1,1.0600399999999999,0,72.2888,44.2545,60026.8,0.0396621,0.0389129,0.14,3.1,1.7871099999999999e-06,25.0046,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,300976,12,111,-9.0,3,1.1491799999999999,0.0805,1.14693,0.0805,1.14693,0.08052999999999999,0,300,0.0167254,-9,-9,-9,-9,60532.3,9.04641,7.50047,3.59426,60533.6,5.33,0.7317,1.5021,-0.106655,0.0942822,25.0779,0.11365,1.6704400000000002e-06,1.74848e-07,0.0114289,5.9032499999999996e-08,7.52501e-09,32,27.6678,0.6856899999999999,11,0,6,1,1.14693,0,133.625,44.4708,60537.0,-0.111154,-0.00171992,0.14,3.1,1.61288e-06,25.116,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,14006,12,111,-9.0,3,1.06687,0.2246,1.06482,0.2246,1.06482,0.22461,0,300,0.0170245,-9,-9,-9,-9,59813.1,12.5491,11.8951,4.42743,59813.6,0.937,1.14656,0.54008,-0.0914192,0.0584736,24.6201,0.0620516,2.5465400000000004e-06,1.4553900000000002e-07,0.00285281,-3.7368300000000004e-08,4.077820000000001e-09,44,27.1068,0.9787600000000001,11,0,69,1,1.06482,0,341.527,44.2711,59813.6,0.91719,-0.07148589999999999,0.14,3.1,2.70137e-06,24.556,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,158047,12,111,-9.0,3,1.0897299999999999,0.1884,1.08769,0.1884,1.08769,0.18842,0,300,0.021744,-9,-9,-9,-9,60611.1,10.9947,7.948989999999999,4.58455,60607.6,1.267,0.22812,0.7206,0.022212299999999997,0.0718032,25.0704,0.07306510000000001,1.6821000000000002e-06,1.13198e-07,0.00722775,-3.1611099999999996e-08,4.1345100000000004e-09,32,20.9218,0.9333600000000001,11,0,61,1,1.08769,0,102.819,44.3281,60607.7,-0.41506899999999997,0.030966300000000002,0.14,3.1,1.61108e-06,25.1172,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,241995,12,111,-9.0,3,1.13111,0.0599,1.13245,0.0599,1.13245,0.05994,0,300,0.03345580000000001,-9,-9,-9,-9,60345.2,8.83716,5.27278,3.6649300000000005,60338.5,1.672,-1.01442,0.89439,-0.0936407,0.0833434,24.9783,0.0959067,1.83103e-06,1.61741e-07,0.0189354,-3.2970099999999996e-08,7.46699e-09,44,34.9797,0.83249,11,0,73,1,1.13245,0,331.37800000000004,44.433,60335.9,-0.09955080000000001,-0.0428059,0.14,3.1,1.88067e-06,24.9492,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,91778,12,111,-9.0,3,0.9910899999999999,0.2505,0.98987,0.2505,0.98987,0.25051,0,300,0.00715565,-9,-9,-9,-9,60605.2,16.249,15.0779,11.1022,60602.4,0.55,-0.9712729999999999,0.30557,-0.08843739999999999,0.034578899999999996,24.6554,0.042114099999999995,2.46519e-06,9.56209e-08,0.00130728,-1.03955e-08,9.8992e-10,68,57.7068,0.80883,11,0,87,1,0.98987,0,127.708,44.0742,60602.7,-0.796172,-0.0583945,0.14,3.1,2.50108e-06,24.6397,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,244363,12,111,-9.0,3,1.1347,0.0652,1.13385,0.0652,1.13385,0.06523999999999999,0,300,0.00674056,-9,-9,-9,-9,59933.1,9.74997,6.49964,5.41041,59939.3,3.787,-2.0519700000000003,1.04273,0.00122421,0.34905,25.4726,0.31776,1.1613500000000001e-06,3.39886e-07,0.27199,2.70869e-07,6.61427e-08,20,23.156,0.2812,11,0,2,1,1.13385,0,9.41517,44.4385,59938.7,-2.5466599999999997,0.00591999,0.14,3.1,1.1875e-06,25.4484,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,234051,12,111,-9.0,3,0.8132199999999999,0.001,0.8114,0.001,0.8114,0.00207,0,300,0.0110556,-9,-9,-9,-9,59884.1,19.4937,15.5665,8.8608,59886.4,0.618,0.9233899999999999,0.48577,0.21397,0.040536699999999995,24.4816,0.04044,2.89314e-06,1.0776e-07,0.00668867,-3.3488800000000005e-08,-1.14288e-09,24,34.4313,0.077291,11,0,24,1,0.8114,0,154.166,43.5425,59887.5,1.1157299999999999,0.16080999999999998,0.14,3.1,2.7929700000000002e-06,24.5198,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,329814,12,111,-9.0,3,0.9039200000000001,0.0421,0.90525,0.0421,0.90525,0.04214,0,300,0.0164778,-9,-9,-9,-9,59618.2,11.374,9.0206,8.98351,59615.5,1.173,0.94491,0.75766,-0.012211,0.051090699999999996,24.5622,0.0726413,2.68608e-06,1.79713e-07,0.010928100000000001,-8.20858e-08,1.02302e-09,52,39.5089,0.89843,11,0,5,1,0.90525,0,267.532,43.8317,59614.8,0.58485,0.00387206,0.14,3.1,3.1279900000000005e-06,24.3968,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,275336,12,111,-9.0,3,0.54123,0.0392,0.54037,0.0392,0.54037,0.03923,0,300,0.0200597,-9,-9,-9,-9,60124.3,14.0487,9.70069,7.67932,60092.2,2.893,0.15833,0.6157199999999999,-0.185887,0.0895191,22.7593,0.14981,1.4134300000000001e-05,1.95028e-06,-0.000549563,-2.2937999999999998e-07,-1.33334e-07,11,14.5443,0.20432999999999998,11,0,104,1,0.54037,0,56.3317,42.4652,60092.4,0.23337,-0.0274154,0.14,3.1,1.15073e-05,22.9826,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,315869,12,111,-9.0,3,0.6252800000000001,0.0267,0.62815,0.0267,0.62815,0.02675,0,300,0.0198986,-9,-9,-9,-9,59660.1,59.0943,31.5642,22.9224,59660.2,0.237,0.9146700000000001,0.17683,-0.07044650000000001,0.028563099999999998,23.1147,0.0259814,1.01888e-05,2.4381599999999996e-07,-2.09371e-05,-1.45579e-08,-4.19106e-09,32,22.217,0.90149,11,0,19,1,0.62815,0,-295.994,42.8561,59660.3,0.99155,-0.0616355,0.14,3.1,9.76103e-06,23.1613,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
