VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,LCLIB_SEED,LCLIB_TAU,LCLIB_SFU,LCLIB_SFG,LCLIB_SFR,LCLIB_SFI,LCLIB_SFZ,LCLIB_SFY,LCLIB_REDSHIFT,LCLIB_EVENT_ID,SIMSED_Cart_INDEX,SIMSED_Mejecta,SIMSED_Vejecta,SIMSED_Fnick,SIMSED_Kappagamma,SIMSED_Temperature,SIMSED_TDE_INDEX,SIMSED_Rph0,SIMSED_Tvis,SIMSED_b,SIMSED_bhmass,SIMSED_eff,SIMSED_lphoto,SIMSED_starmass,SIMSED_stretch,SIMSED_color,SIMSED_SLSN_INDEX,SIMSED_bfield,SIMSED_mns,SIMSED_pspin,SIMSED_kappa,SIMSED_kappagamma,SIMSED_mej,SIMSED_temp,SIMSED_vej,SIMSED_IBC_INDEX,SIMSED_Kinetic_energy,SIMSED_F_nickel,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho
SN:,157557,12,111,-9.0,3,0.8882399999999999,0.0835,0.8862,0.0835,0.8862,0.08354,0,300,0.00846776,-9,-9,-9,-9,59942.1,62.0225,48.8191,26.814,59940.4,0.352,-0.617054,0.29723,-0.228398,0.027438499999999998,23.8938,0.027332599999999995,4.97123e-06,1.25147e-07,0.00060755,-1.21543e-08,7.84777e-11,28,21.4236,0.80725,11,0,35,1,0.8862,0,380.88300000000004,43.7786,59940.4,-0.772774,-0.179846,0.14,3.1,4.6589599999999995e-06,23.9643,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,26418,12,111,-9.0,3,0.91938,0.1242,0.9184399999999999,0.1242,0.9184399999999999,0.12420999999999999,0,300,0.0179976,-9,-9,-9,-9,60240.0,12.5064,7.581160000000001,7.47514,60239.6,1.102,-0.09403489999999999,0.8668799999999999,-0.00815977,0.0440979,24.811,0.0661257,2.1359599999999997e-06,1.30089e-07,0.00645189,-6.51589e-08,1.3716800000000002e-09,24,22.5079,0.54898,11,0,40,1,0.9184399999999999,0,33.1535,43.873,60241.2,-0.343332,0.0214445,0.14,3.1,2.54074e-06,24.6226,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,19733,12,111,-9.0,3,0.7189399999999999,0.0952,0.71645,0.0952,0.71645,0.09521,0,300,0.010212299999999999,-9,-9,-9,-9,60164.2,32.8377,22.0413,21.5224,60158.2,0.732,0.2275,0.43925,0.13882,0.0337714,23.9289,0.0299217,4.81327e-06,1.32649e-07,0.000583916,-2.37704e-08,-1.7867e-09,44,44.0637,0.46895,11,0,105,1,0.71645,0,363.43800000000005,43.2118,60157.1,0.8412799999999999,0.0770483,0.14,3.1,4.64365e-06,23.9678,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,6119,12,111,-9.0,3,0.39797,0.001,0.39654,0.001,0.39654,0.00172,0,300,0.010537600000000001,-9,-9,-9,-9,60574.2,121.06,81.8642,63.9153,60569.6,0.187,0.71851,0.09000019999999999,0.0831904,0.019268200000000003,22.3623,0.0223751,2.0373599999999998e-05,4.19863e-07,-9.52723e-05,-1.45351e-09,-6.5173400000000006e-09,56,49.0414,0.73342,11,0,11,1,0.39654,0,123.198,41.6645,60569.5,0.67243,0.0965007,0.14,3.1,1.7873699999999998e-05,22.5045,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,310119,12,111,-9.0,3,0.7014100000000001,0.0364,0.70022,0.0364,0.70022,0.03644,0,300,0.014437,-9,-9,-9,-9,60125.4,26.0691,24.2636,14.0909,60115.4,0.552,-0.922932,0.46673000000000003,-0.0894409,0.046988,23.6283,0.0540879,6.34875e-06,3.16274e-07,0.00234318,-8.61719e-08,-3.1997199999999998e-09,20,16.1536,0.70705,11,0,22,1,0.70022,0,-5.8263300000000005,43.1493,60117.9,-0.184147,-0.011598200000000001,0.14,3.1,5.550950000000001e-06,23.7741,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,151067,12,111,-9.0,3,0.22557,0.001,0.22398,0.001,0.22398,0.00158,0,300,0.0202193,-9,-9,-9,-9,60640.1,172.359,166.775,145.711,60638.4,0.126,0.84645,0.13136,0.0602817,0.0247764,20.7335,0.026291700000000005,9.132690000000001e-05,2.21153e-06,0.000124399,-2.7514199999999998e-08,-4.50396e-08,14,1.92892,0.9999299999999999,11,0,47,1,0.22398,0,178.705,40.2349,60638.4,0.81857,0.069266,0.14,3.1,7.34492e-05,20.97,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,79554,12,111,-9.0,3,0.64368,0.001,0.6428,0.001,0.6428,0.00192,0,300,0.0184642,-9,-9,-9,-9,60224.1,42.0319,36.2136,23.2075,60219.6,0.25,-1.89673,0.21281999999999998,-0.105754,0.030967200000000004,23.4586,0.0266603,7.42284e-06,1.82268e-07,0.00047491,-1.2232700000000001e-08,-3.2376100000000004e-09,32,33.6732,0.3864,11,0,32,1,0.6428,0,47.7248,42.9221,60219.7,-1.804,-0.08297919999999999,0.14,3.1,6.80828e-06,23.5524,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,142352,12,111,-9.0,3,0.6187,0.0098,0.61852,0.0098,0.61852,0.00993,0,300,0.019691099999999996,-9,-9,-9,-9,60508.3,43.2821,32.7877,22.1558,60503.8,0.25,0.59724,0.24065999999999999,0.0281397,0.0318216,23.1774,0.035613,9.61701e-06,3.15445e-07,0.00100111,-4.739899999999999e-08,-5.91199e-09,36,30.9354,0.70808,11,0,14,1,0.61852,0,-149.504,42.8194,60503.9,0.72031,0.013104300000000001,0.14,3.1,7.87623e-06,23.3942,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,328791,12,111,-9.0,3,0.54543,0.057,0.5451199999999999,0.057,0.5451199999999999,0.05702,0,300,0.017937400000000003,-9,-9,-9,-9,60237.2,92.362,56.867,53.0723,60237.2,0.214,0.9375,0.18073,-0.125307,0.020643900000000003,22.7015,0.0221563,1.4908099999999999e-05,3.04224e-07,0.00067762,-1.91118e-08,-4.26692e-09,26,12.753,0.9860700000000001,11,0,100,1,0.5451199999999999,0,-105.741,42.4873,60237.2,0.9655600000000001,-0.118843,0.14,3.1,1.60877e-05,22.6188,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,64292,12,111,-9.0,3,1.01837,0.2896,1.01833,0.2896,1.01833,0.28961,0,300,0.013787299999999999,-9,-9,-9,-9,59896.1,11.7723,11.2348,4.81575,59906.1,0.565,0.6351899999999999,0.38045999999999996,-0.00294847,0.0598894,24.6457,0.0524735,2.4873099999999997e-06,1.2021100000000002e-07,0.00483721,-2.61413e-08,1.5748800000000003e-09,35,40.3833,0.24449,11,0,110,1,1.01833,0,-242.45,44.1491,59906.2,0.55779,-0.0400552,0.14,3.1,2.63805e-06,24.5818,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,43246,12,111,-9.0,3,0.9001600000000001,0.1822,0.89869,0.1822,0.89869,0.18220999999999998,0,300,0.023375299999999998,-9,-9,-9,-9,59930.1,16.3083,11.1886,11.1692,59931.9,1.192,-2.37817,0.93127,-0.069823,0.046428699999999996,24.6921,0.047869199999999994,2.38317e-06,1.0507199999999999e-07,0.018849,-1.68735e-08,1.4857300000000002e-09,16,16.7636,0.40105,11,0,79,1,0.89869,0,-22.3004,43.8154,59930.9,-1.7110400000000001,-0.0586635,0.14,3.1,2.8232999999999997e-06,24.5081,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,20988,12,111,-9.0,3,1.02603,0.2558,1.03055,0.2558,1.03055,0.25581,0,300,0.020803400000000003,-9,-9,-9,-9,59618.2,8.980210000000001,7.9238,3.83782,59621.4,2.074,-0.278665,0.8014399999999999,-0.0452413,0.0985718,24.7441,0.08889010000000001,2.27181e-06,1.85995e-07,0.0113149,-4.31595e-08,9.279330000000001e-09,32,23.7173,0.8544700000000001,11,0,16,1,1.03055,0,-644.547,44.1762,59622.2,0.23878000000000002,0.0359592,0.14,3.1,1.98747e-06,24.8893,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,270565,12,111,-9.0,3,1.3690799999999999,0.0765,1.36681,0.0765,1.36681,0.07654,0,300,0.0184642,-9,-9,-9,-9,59884.1,6.08557,5.39375,4.27137,59892.2,1.978,-0.6627930000000001,0.7782100000000001,-0.03382380000000001,0.0861289,25.1917,0.20155,1.5042700000000002e-06,2.7924700000000004e-07,-0.00297987,-6.263480000000001e-08,1.81831e-08,17,20.1922,0.26452,11,0,32,1,1.36681,0,371.81699999999995,44.9417,59896.4,0.9535100000000001,-0.06079009999999999,0.14,3.1,1.41935e-06,25.2548,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,207109,12,111,-9.0,3,1.09005,0.0684,1.0888200000000001,0.0684,1.0888200000000001,0.06844,0,300,0.00967268,-9,-9,-9,-9,60662.2,12.53,11.9257,5.3246,60653.1,0.639,-2.79966,0.58935,-0.10828800000000001,0.0636177,24.7679,0.0634109,2.2224700000000003e-06,1.298e-07,0.0110696,-2.71575e-08,3.69672e-09,26,22.8449,0.64171,11,0,102,1,1.0888200000000001,0,108.35799999999999,44.33,60653.9,-1.94871,-0.125607,0.14,3.1,2.0635e-06,24.8485,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,192176,12,111,-9.0,3,0.84662,0.0558,0.8497899999999999,0.0558,0.8497899999999999,0.05583,0,300,0.026657,-9,-9,-9,-9,59588.2,9.25331,7.364789999999999,3.30384,59571.6,0.49,2.90274,2.74324,0.18667,0.14420999999999998,24.7434,0.25192,2.27318e-06,5.2743e-07,0.32424000000000003,-1.5250999999999998e-06,-5.5196800000000004e-08,28,14.9949,0.98505,11,0,107,1,0.8497899999999999,0,-310.36400000000003,43.6602,59571.1,0.46595,0.0334762,0.14,3.1,3.3150699999999994e-06,24.3338,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,48558,12,111,-9.0,3,1.25366,0.2204,1.25204,0.2204,1.25204,0.22041999999999998,0,300,0.020624299999999998,-9,-9,-9,-9,59857.1,7.448980000000001,5.98721,4.00638,59855.9,1.01,-0.9287620000000001,0.80943,-0.031096199999999997,0.0664941,25.0084,0.11540999999999998,1.7809400000000002e-06,1.89314e-07,0.00410735,-7.902419999999999e-08,7.69583e-09,29,22.8355,0.7840199999999999,11,0,39,1,1.25204,0,197.29,44.7057,59857.3,-0.233531,-0.10046000000000001,0.14,3.1,1.6952299999999999e-06,25.0619,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,331327,12,111,-9.0,3,1.02568,0.0152,1.02836,0.0152,1.02836,0.015330000000000002,0,300,0.0157789,-9,-9,-9,-9,59588.2,6.61463,6.22411,3.12603,59569.7,6.736,-1.18278,2.09108,-0.013034200000000001,0.19116,24.4613,0.47984,2.9477999999999995e-06,1.30278e-06,0.27848,-1.5057299999999998e-06,-1.21273e-07,26,34.568,0.15015,11,0,106,1,1.02836,0,-96.9849,44.1725,59573.5,-1.6311,-0.10032999999999999,0.14,3.1,2.3125099999999997e-06,24.7248,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,271316,12,111,-9.0,3,0.92079,0.2493,0.9214,0.2493,0.9214,0.24931,0,300,0.020803400000000003,-9,-9,-9,-9,59991.2,13.7865,10.8806,9.60571,59996.2,0.813,0.92519,0.47694,0.0237453,0.03913869999999999,24.4989,0.0545659,2.8472700000000003e-06,1.43095e-07,0.00196438,-4.1416500000000006e-08,1.1768800000000002e-09,44,47.9653,0.31517,11,0,16,1,0.9214,0,492.43300000000005,43.8799,59996.2,0.42103999999999997,0.00538649,0.14,3.1,2.91692e-06,24.4727,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,246378,12,111,-9.0,3,0.53417,0.0286,0.53505,0.0286,0.53505,0.02864,0,300,0.015596299999999999,-9,-9,-9,-9,60045.0,83.3729,60.5827,49.81,60045.4,0.168,0.0974346,0.11375999999999999,-0.057035800000000005,0.020965400000000002,22.733,0.0219316,1.4481300000000001e-05,2.9251799999999997e-07,0.000328402,-7.941779999999999e-09,-4.44766e-09,21,21.1553,0.44948999999999995,11,0,43,1,0.53505,0,270.904,42.4369,60045.7,0.10599000000000001,-0.07161239999999999,0.14,3.1,1.31823e-05,22.835,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,155066,12,111,-9.0,3,0.99598,0.0171,0.99871,0.0171,0.99871,0.01722,0,300,0.018938,-9,-9,-9,-9,59621.2,12.3242,9.60882,9.01028,59625.1,0.052,1.23286,0.77671,-0.0720107,0.040956,24.5611,0.0758007,2.68892e-06,1.87727e-07,0.00253797,-8.45513e-08,2.9074600000000002e-09,44,28.2627,0.96857,11,0,94,1,0.99871,0,-116.242,44.0938,59625.3,0.0495911,-0.0181827,0.14,3.1,2.44232e-06,24.6655,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,69931,12,111,-9.0,3,1.23928,0.0268,1.2386,0.0268,1.2386,0.02688,0,300,0.0104836,-9,-9,-9,-9,59839.1,6.65592,5.8581900000000005,3.7149400000000004,59847.8,2.092,1.5482200000000002,1.25156,0.056798400000000006,0.08110410000000001,25.4051,0.13409000000000001,1.23579e-06,1.5262e-07,0.015602700000000002,-1.0526199999999999e-07,6.801399999999999e-09,35,35.2871,0.45464,11,0,114,1,1.2386,0,-277.819,44.6758,59851.0,0.8409700000000001,0.062188400000000005,0.14,3.1,1.25799e-06,25.3858,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,276064,12,111,-9.0,3,1.189,0.0506,1.1882700000000002,0.0506,1.1882700000000002,0.05065,0,300,0.00819286,-9,-9,-9,-9,60627.3,10.2614,8.70561,4.3083800000000005,60628.8,0.856,0.27294,0.55092,0.0745174,0.06309580000000001,24.9808,0.07614939999999999,1.8266999999999998e-06,1.28118e-07,0.00710057,-2.38928e-08,4.579020000000001e-09,41,28.0826,0.9377200000000001,11,0,71,1,1.1882700000000002,0,-28.0536,44.5644,60628.1,1.05893,0.0315189,0.14,3.1,1.56484e-06,25.1488,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,245967,12,111,-9.0,3,0.9826299999999999,0.2732,0.98577,0.2732,0.98577,0.27321,0,300,0.0160155,-9,-9,-9,-9,59588.2,6.23733,5.23516,3.33638,59588.2,0.055,-1.24099,1.89947,-0.0386029,0.09987069999999999,25.4808,0.11723,1.1525799999999999e-06,1.24452e-07,0.08248330000000001,-4.6674199999999996e-08,4.87188e-09,36,20.2979,0.98372,11,0,25,1,0.98577,0,-250.083,44.0583,59566.5,0.0392744,-0.0529451,0.14,3.1,2.78305e-06,24.5237,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
