VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_SHAPE,SIM_AV,SIMNULL1,SIM_RV,SIM_x0,SIM_mB,LCLIB_SEED,LCLIB_TAU,LCLIB_SFU,LCLIB_SFG,LCLIB_SFR,LCLIB_SFI,LCLIB_SFZ,LCLIB_SFY,LCLIB_REDSHIFT,LCLIB_EVENT_ID,SIMSED_Cart_INDEX,SIMSED_Mejecta,SIMSED_Vejecta,SIMSED_Fnick,SIMSED_Kappagamma,SIMSED_Temperature,SIMSED_TDE_INDEX,SIMSED_Rph0,SIMSED_Tvis,SIMSED_b,SIMSED_bhmass,SIMSED_eff,SIMSED_lphoto,SIMSED_starmass,SIMSED_stretch,SIMSED_color,SIMSED_SLSN_INDEX,SIMSED_bfield,SIMSED_mns,SIMSED_pspin,SIMSED_kappa,SIMSED_kappagamma,SIMSED_mej,SIMSED_temp,SIMSED_vej,SIMSED_IBC_INDEX,SIMSED_Kinetic_energy,SIMSED_F_nickel,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho,types_names
SN:,37390,12,111,-9.0,3,1.20039,0.2548,1.20145,0.2548,1.20145,0.25481,0,300,0.00885044,-9,-9,-9,-9,60580.1,11.4188,8.01452,5.0242900000000015,60585.0,1.1059999999999999,1.13836,0.73521,-0.0731325,0.05839069999999999,24.7961,0.07930369999999999,2.16558e-06,1.58177e-07,0.0100615,-4.8220400000000006e-08,4.960479999999999e-09,29,24.7872,0.68924,11,0,36,1,1.20145,0,-790.4830000000002,44.5922,60586.3,-99.0,-9.0,-99.0,-9.0,2.0498e-06,24.8557,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.38931,-0.102262,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,165136,12,111,-9.0,3,0.81342,0.0513,0.81176,0.0513,0.81176,0.05133,0,300,0.0125155,-9,-9,-9,-9,60508.3,14.365,11.0224,8.73515,60514.3,0.426,0.56267,0.45607,0.10737,0.0434358,24.2992,0.0506373,3.4224e-06,1.5961600000000002e-07,0.00364503,-4.88044e-08,-8.078919999999999e-10,47,43.4253,0.62142,11,0,41,1,0.81176,0,98.2803,43.5435,60515.0,-99.0,-9.0,-99.0,-9.0,3.4794e-06,24.2812,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.67397,0.063566,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,107195,12,111,-9.0,3,0.68221,0.0229,0.68512,0.0229,0.68512,0.02296,0,300,0.0180075,-9,-9,-9,-9,60050.0,52.1417,41.7188,27.7276,60056.0,0.24,0.6299100000000001,0.25064000000000003,-0.111335,0.0292426,23.3311,0.0291315,8.347330000000001e-06,2.23968e-07,0.000513239,-3.1169e-08,-2.91993e-09,16,13.2337,0.6556,11,0,55,1,0.68512,0,-285.4170000000001,43.0861,60056.0,-99.0,-9.0,-99.0,-9.0,8.5821e-06,23.301,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.49922,-0.112962,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,43335,12,111,-9.0,3,0.92889,0.001,0.9275,0.001,0.9275,0.00217,0,300,0.00916309,-9,-9,-9,-9,60209.3,21.3942,16.4943,16.3542,60213.2,0.426,0.0440388,0.27688,-0.089413,0.033232599999999994,24.1875,0.0385292,3.79324e-06,1.3460999999999999e-07,0.00172329,-1.77354e-08,6.11196e-10,56,54.2718,0.5405399999999999,11,0,63,1,0.9275,0,200.534,43.8999,60213.7,-99.0,-9.0,-99.0,-9.0,3.39676e-06,24.3073,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.0507335,-0.07569479999999999,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,153218,12,111,-9.0,3,0.62474,0.0221,0.6241800000000001,0.0221,0.6241800000000001,0.02216,0,300,0.00811079,-9,-9,-9,-9,60546.2,22.7905,19.0178,15.0174,60546.2,0.354,-2.20612,0.28137,0.12392,0.0393507,24.0956,0.0347774,4.12801e-06,1.32225e-07,0.000255045,-1.3851899999999997e-08,-2.5224600000000004e-09,52,53.7278,0.40795,11,0,77,1,0.6241800000000001,0,-180.246,42.843999999999994,60546.4,-99.0,-9.0,-99.0,-9.0,4.28199e-06,24.0559,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-2.00698,0.0954598,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,326984,12,111,-9.0,3,0.88344,0.0141,0.88385,0.0141,0.88385,0.01423,0,300,0.021228,-9,-9,-9,-9,60165.2,16.1178,13.9958,10.3349,60150.8,0.233,-1.09517,0.47703,-0.107606,0.0438733,24.2729,0.0473617,3.5060900000000008e-06,1.52942e-07,0.00749875,-3.55715e-08,3.90853e-11,48,51.0365,0.35518,11,0,80,1,0.88385,0,-354.293,43.7687,60144.2,-99.0,-9.0,-99.0,-9.0,3.47282e-06,24.2833,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0419,0.008224500000000001,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,50406,12,111,-9.0,3,1.02104,0.3161,1.01912,0.3161,1.01912,0.31611,0,300,0.0138733,-9,-9,-9,-9,60297.1,14.8226,14.1701,4.92376,60299.9,1.993,0.50417,1.11427,-0.00752832,0.07851260000000003,24.72,0.0567107,2.32285e-06,1.21328e-07,0.049568199999999986,4.818009999999999e-10,3.86882e-09,17,20.7351,0.23836,11,0,89,1,1.01912,0,324.448,44.1531,60300.1,-99.0,-9.0,-99.0,-9.0,2.6162e-06,24.5908,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.1529,-0.0567486,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,87706,12,111,-9.0,3,1.0009,0.0183,1.00279,0.0183,1.00279,0.01841,0,300,0.018938,-9,-9,-9,-9,59973.2,11.1133,10.5373,5.53083,59976.9,0.833,-0.842532,0.5895,0.00984114,0.0479381,24.8181,0.0642102,2.12208e-06,1.25499e-07,0.0060734,-3.38907e-08,1.84029e-09,48,45.5032,0.57573,11,0,94,1,1.00279,0,136.256,44.1057,59975.7,-99.0,-9.0,-99.0,-9.0,2.00733e-06,24.8785,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.909148,0.00338692,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,171692,12,111,-9.0,3,0.77235,0.0111,0.77122,0.0111,0.77122,0.01124,0,300,0.0194261,-9,-9,-9,-9,60549.1,20.7215,19.6397,11.2262,60558.4,0.315,-1.6181299999999998,0.23239,-0.100148,0.0342086,23.8737,0.0374255,5.0645099999999985e-06,1.74575e-07,0.000488087,-2.21861e-08,-3.36769e-10,60,62.5352,0.38631,11,0,128,1,0.77122,0,104.438,43.4062,60558.3,-99.0,-9.0,-99.0,-9.0,4.41878e-06,24.0217,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-1.4401700000000002,-0.07131330000000001,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,308545,12,111,-9.0,3,1.13572,0.0985,1.13799,0.0985,1.13799,0.09852,0,300,0.017603,-9,-9,-9,-9,60016.1,11.4604,10.4874,4.48122,60017.6,0.92,1.36199,0.5534100000000001,-0.133046,0.0632999,24.767,0.08001699999999999,2.22428e-06,1.63926e-07,0.00381294,-3.67125e-08,6.2665400000000006e-09,26,22.2132,0.67698,11,0,15,1,1.13799,0,62.0429,44.4452,60017.1,-99.0,-9.0,-99.0,-9.0,2.3537900000000004e-06,24.7056,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.74873,-0.0870168,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,50141,12,111,-9.0,3,0.83585,0.0202,0.8348,0.0202,0.8348,0.02028,0,300,0.00670728,-9,-9,-9,-9,59942.1,18.8501,14.3432,12.3999,59945.0,1.034,-1.1324299999999998,0.6588,0.0604418,0.0394852,24.6759,0.0416358,2.41894e-06,9.27615e-08,0.00686875,-4.52778e-11,6.19124e-10,20,21.6476,0.35994,11,0,30,1,0.8348,0,100.436,43.6176,59944.4,-99.0,-9.0,-99.0,-9.0,2.64862e-06,24.5774,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-1.94665,0.016880799999999998,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,126784,12,111,-9.0,3,0.981,0.0223,0.97872,0.0223,0.97872,0.02239,0,300,0.00885044,-9,-9,-9,-9,60491.4,11.4211,7.2466,3.53809,60470.7,0.084,0.43582,0.99863,-0.173998,0.0714293,24.0458,0.16217,4.32185e-06,6.45535e-07,0.0350349,-5.484170000000001e-07,-8.357959999999998e-09,27,44.3886,0.0188457,11,0,36,1,0.97872,0,259.66200000000003,44.045,60470.3,-99.0,-9.0,-99.0,-9.0,3.88741e-06,24.1608,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.2098,-0.112836,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,276670,12,111,-9.0,3,0.6058,0.001,0.60523,0.001,0.60523,0.0018899999999999998,0,300,0.0105296,-9,-9,-9,-9,60164.2,60.4897,56.4265,37.0519,60158.7,0.294,0.23425,0.21813,0.0109356,0.0278926,23.1251,0.0263182,1.00912e-05,2.44611e-07,0.000379682,-1.81049e-08,-4.884e-09,44,33.9006,0.8642299999999999,11,0,46,1,0.60523,0,-179.53,42.7627,60158.2,-99.0,-9.0,-99.0,-9.0,8.50393e-06,23.3109,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.40959,-0.00947042,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,224791,12,111,-9.0,3,0.8056,0.0155,0.8073199999999999,0.0155,0.8073199999999999,0.0156,0,300,0.00796668,-9,-9,-9,-9,60627.3,35.0775,34.6421,19.4098,60626.6,0.03,0.40678,0.14062,-0.0921976,0.0273373,23.941,0.0251477,4.75991e-06,1.10249e-07,0.000201264,-5.795600000000001e-09,-5.237659999999999e-10,52,54.6366,0.37469,11,0,53,1,0.8073199999999999,0,-732.6560000000002,43.5248,60626.9,-99.0,-9.0,-99.0,-9.0,5.2861300000000005e-06,23.8272,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.4016,-0.0891805,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,215337,12,111,-9.0,3,0.7265699999999999,0.0164,0.72617,0.0164,0.72617,0.01649,0,300,0.021744,-9,-9,-9,-9,59798.4,10.115,8.5194,5.76916,59784.0,6.148,0.00660847,1.33514,0.11188,0.12434,24.2795,0.33057,3.48499e-06,1.06106e-06,0.0777814,-6.76955e-07,-1.03365e-07,20,16.8398,0.72077,11,0,61,1,0.72617,0,-299.7920000000001,43.245,59776.4,-99.0,-9.0,-99.0,-9.0,5.42216e-06,23.7996,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.823991,-0.0631467,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,165697,12,111,-9.0,3,0.56506,0.001,0.5648,0.001,0.5648,0.00186,0,300,0.0170245,-9,-9,-9,-9,60621.2,67.3509,49.1698,32.0392,60613.9,0.025,1.94379,0.25462,0.0559236,0.0291176,23.2704,0.0289393,8.82774e-06,2.35295e-07,0.000885631,-2.72974e-08,-4.80612e-09,24,23.7296,0.47714,11,0,69,1,0.5648,0,-130.66,42.5803,60613.2,-99.0,-9.0,-99.0,-9.0,8.99606e-06,23.2499,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.49339,0.078595,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,318432,12,111,-9.0,3,0.7592899999999999,0.0424,0.7581600000000001,0.0424,0.7581600000000001,0.04243,0,300,0.0227981,-9,-9,-9,-9,59873.0,17.7102,10.5328,8.919130000000003,59869.6,0.609,-1.53652,0.59419,0.16435999999999998,0.0434319,24.6777,0.039722900000000005,2.41498e-06,8.83548e-08,0.00198228,-2.4927e-08,-3.3089800000000005e-10,28,26.1321,0.5657800000000001,11,0,112,1,0.7581600000000001,0,127.029,43.3606,59870.4,-99.0,-9.0,-99.0,-9.0,2.34075e-06,24.7116,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.699889,0.19935,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,136745,12,111,-9.0,3,1.03568,0.0443,1.03445,0.0443,1.03445,0.04435,0,300,0.0167254,-9,-9,-9,-9,60621.3,15.5425,12.6116,4.39407,60618.5,0.647,-0.0907832,0.46649,-0.07015,0.0544579,24.6594,0.051271400000000016,2.45598e-06,1.15978e-07,0.00518899,-2.38352e-08,2.17504e-09,29,41.4955,0.0622923,11,0,6,1,1.03445,0,-144.512,44.1925,60619.4,-99.0,-9.0,-99.0,-9.0,2.24586e-06,24.7566,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.9331,0.0192511,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,256629,12,111,-9.0,3,0.9001100000000001,0.001,0.89995,0.001,0.89995,0.00215,0,300,0.0207507,-9,-9,-9,-9,60195.3,24.1721,22.7105,16.2921,60194.1,0.48100000000000004,1.60361,0.38104,-0.092955,0.0323012,24.0084,0.0416879,4.47346e-06,1.71763e-07,0.00112883,-3.71884e-08,8.098480000000001e-10,46,48.8005,0.36111,11,0,9,1,0.89995,0,-428.576,43.8177,60193.5,-99.0,-9.0,-99.0,-9.0,4.5958300000000005e-06,23.9791,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.23205,-0.0971332,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,216306,12,111,-9.0,3,0.95193,0.0093,0.95016,0.0093,0.95016,0.0095,0,300,0.0105376,-9,-9,-9,-9,60237.3,18.0868,13.6134,13.0166,60232.8,0.667,1.18165,0.5183800000000001,0.0327899,0.0338214,24.3733,0.0429718,3.196459999999999e-06,1.26511e-07,0.00276917,-3.71419e-08,7.009939999999999e-10,28,17.7146,0.93311,11,0,11,1,0.95016,0,104.192,43.965,60233.4,-99.0,-9.0,-99.0,-9.0,2.86034e-06,24.494,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.25159,0.0223106,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,316176,12,111,-9.0,3,0.80667,0.027999999999999997,0.80511,0.027999999999999997,0.80511,0.02806,0,300,0.0185352,-9,-9,-9,-9,59813.1,15.2924,11.3496,10.7115,59807.4,0.684,-1.58366,0.46535,-0.0479067,0.038393800000000006,24.4468,0.0402349,2.98725e-06,1.10701e-07,0.00274351,-2.1526900000000003e-08,3.48265e-10,64,66.536,0.38972,11,0,17,1,0.80511,0,240.722,43.5215,59807.1,-99.0,-9.0,-99.0,-9.0,3.07504e-06,24.4154,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-1.47565,0.0168776,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,287599,12,111,-9.0,3,0.87216,0.0625,0.87249,0.0625,0.87249,0.06253,0,300,0.014437,-9,-9,-9,-9,60491.4,9.43679,7.94828,3.42783,60482.7,5.587000000000001,0.0703436,1.1437,0.0297176,0.0931471,24.4817,0.18972,2.89289e-06,5.05493e-07,-0.00508794,6.44361e-08,-1.98357e-08,31,28.7926,0.58003,11,0,22,1,0.87249,0,-498.141,43.7341,60475.9,-99.0,-9.0,-99.0,-9.0,3.09738e-06,24.4075,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.14763,0.06421059999999999,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,213383,12,111,-9.0,3,0.7568699999999999,0.0476,0.7598699999999999,0.0476,0.7598699999999999,0.04763,0,300,0.0155963,-9,-9,-9,-9,59618.2,16.1082,13.3949,10.1427,59614.2,0.823,1.17337,0.60702,0.05694169999999999,0.046482,24.2196,0.0536771,3.68265e-06,1.82064e-07,0.00355683,-7.41591e-08,-9.385460000000002e-10,48,37.6913,0.8575,11,0,43,1,0.7598699999999999,0,-287.286,43.3616,59613.3,-99.0,-9.0,-99.0,-9.0,3.5623e-06,24.2557,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.23595,0.0942416,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
SN:,561,12,111,-9.0,3,0.93226,0.0135,0.93052,0.0135,0.93052,0.01364,0,300,0.0228397,-9,-9,-9,-9,60184.4,12.3964,9.83849,7.488739999999999,60186.8,0.6890000000000001,-0.653591,0.38949,-0.0270433,0.0423422,24.5515,0.0577744,2.71266e-06,1.44347e-07,0.00164416,-3.12961e-08,1.5978e-09,56,57.2017,0.43027,11,0,51,1,0.93052,0,293.759,43.909,60187.9,-99.0,-9.0,-99.0,-9.0,2.48681e-06,24.6459,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.48723,0.0108676,0.14,3.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Ia
