VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_SHAPE,SIM_AV,SIMNULL1,SIM_RV,SIM_x0,SIM_mB,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mejecta,SIMSED_Kinetic_energy,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R,SIMSED_IBC_INDEX,SIMSED_F_nickel,SIMSED_stretch,SIMSED_color,LCLIB_SEED,LCLIB_TAU,LCLIB_SFU,LCLIB_SFG,LCLIB_SFR,LCLIB_SFI,LCLIB_SFZ,LCLIB_SFY,LCLIB_REDSHIFT,LCLIB_EVENT_ID,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIMSED_SLSN_INDEX,SIMSED_bfield,SIMSED_mns,SIMSED_pspin,SIMSED_kappa,SIMSED_kappagamma,SIMSED_mej,SIMSED_temp,SIMSED_vej,SIMSED_Cart_INDEX,SIMSED_Vejecta,SIMSED_Fnick,SIMSED_Kappagamma,SIMSED_Temperature
SN:,129001,12,114,-9.0,3,0.5442600000000001,0.0262,0.54323,0.0262,0.54323,0.02625,0,300,0.00811079,-9,-9,-9,-9,60125.4,17.4071,14.009,12.8444,60129.9,1.258,-2.58549,0.69563,-0.10678499999999999,0.0410236,24.4114,0.0759409,3.0863599999999995e-06,2.15873e-07,-0.00389899,-1.10015e-07,1.05489e-09,36,51.0579,0.0494295,14,964,77,2,0.54323,0,-20.6913,42.4793,60122.5,-9.0,0.10637,-9.0,3.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,964.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,34519,12,112,-9.0,3,0.61715,0.04,0.61766,0.04,0.61766,0.04003,0,300,0.016637700000000002,-9,-9,-9,-9,59779.3,10.6254,5.27829,3.90628,59789.3,1.289,0.0752211,1.16388,-0.176844,0.0789898,25.1112,0.1232,1.62007e-06,1.83838e-07,0.042256999999999996,-1.8640799999999998e-07,-4.8627700000000006e-09,48,72.9935,0.0115092,12,90,84,2,0.61766,0,-369.041,42.8148,59780.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.1271,0.0339433,0.0229652,110.79799999999999,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,222522,12,102,-9.0,3,0.9632799999999999,0.0111,0.9620799999999999,0.0111,0.9620799999999999,0.01128,0,300,0.019691099999999996,-9,-9,-9,-9,59842.0,6.47858,6.1384099999999995,4.96861,59849.9,2.079,2.80992,1.51,-0.17798599999999998,0.049691,25.8209,0.13748,8.42657e-07,1.06701e-07,0.00732798,-1.23446e-07,1.70382e-09,40,42.6548,0.35766,2,201,14,3,0.9620799999999999,0,113.54899999999999,43.9978,59845.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,114830,12,102,-9.0,3,0.6277,0.0199,0.6270100000000001,0.0199,0.6270100000000001,0.01996,0,300,0.0170245,-9,-9,-9,-9,60237.2,6.883560000000001,6.46201,3.7621599999999997,60243.8,0.121,-0.527792,0.91906,0.0656522,0.10056,25.5715,0.09542039999999999,1.0602500000000001e-06,9.31808e-08,0.015815,-5.1915e-08,3.67749e-10,20,28.6684,0.09449760000000001,2,224,69,4,0.6270100000000001,0,-10.7657,42.8561,60233.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,12405,12,102,-9.0,3,1.1000299999999998,0.0382,1.09838,0.0382,1.09838,0.03826,0,300,0.0226438,-9,-9,-9,-9,59896.2,8.85777,7.09467,3.5284800000000005,59887.9,1.438,2.48791,1.1276700000000002,-0.245412,0.0827387,25.6001,0.11237,1.03267e-06,1.06875e-07,0.0231143,-5.52027e-08,4.85784e-09,38,34.9305,0.61216,2,201,97,3,1.09838,0,-21.2441,44.354,59881.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,179632,12,102,-9.0,3,0.90874,0.0112,0.90927,0.0112,0.90927,0.011359999999999999,0,300,0.0106428,-9,-9,-9,-9,59902.1,13.8742,7.64935,4.74366,59907.8,1.812,-1.1446100000000001,0.94252,-0.23055900000000001,0.048814300000000005,25.3146,0.11947,1.3433100000000002e-06,1.47808e-07,0.00818156,-8.63657e-09,4.41188e-09,12,12.5597,0.40184000000000003,2,201,109,4,0.90927,0,-580.922,43.8445,59905.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,30153,12,112,-9.0,3,0.6562399999999999,0.131,0.65528,0.131,0.65528,0.13101,0,300,0.021935,-9,-9,-9,-9,60605.1,12.2129,6.48839,3.792,60612.3,1.105,0.0888745,0.78374,-0.24264899999999998,0.0580941,25.4685,0.06913810000000001,1.1657e-06,7.423e-08,0.00575678,-3.11908e-08,1.0605299999999999e-09,40,37.2877,0.5930300000000001,12,41,99,1,0.65528,0,-126.89,42.9731,60601.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.079829,0.051048,0.016519299999999997,93.5809,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,139178,12,112,-9.0,3,0.6499699999999999,0.001,0.65053,0.001,0.65053,0.00193,0,300,0.018952,-9,-9,-9,-9,59884.2,11.1437,5.6399099999999995,4.02105,59890.8,0.026,-1.49692,0.68058,-0.06517490000000001,0.0730071,25.4442,0.074148,1.19211e-06,8.14123e-08,0.0103009,-2.8574700000000003e-08,3.29962e-10,48,53.121,0.28343,12,36,21,4,0.65053,0,-579.43,42.9518,59882.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.023331599999999997,0.046392800000000005,0.043379400000000005,56.3844,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,211517,12,112,-9.0,3,0.58868,0.0098,0.58716,0.0098,0.58716,0.00993,0,300,0.01807,-9,-9,-9,-9,59752.4,18.9715,8.8714,5.824409999999999,59766.7,0.368,1.70692,0.53565,-0.233062,0.0526416,24.8088,0.0535696,2.1402200000000004e-06,1.0559699999999999e-07,0.00508632,-3.29613e-08,-3.34764e-10,39,38.6272,0.48672,12,98,81,2,0.58716,0,260.623,42.6841,59754.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.1762,0.0478533,0.0287719,153.931,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,93149,12,102,-9.0,3,0.67796,0.0959,0.67497,0.0959,0.67497,0.09591000000000001,0,300,0.0171907,-9,-9,-9,-9,60633.1,8.038739999999999,5.09255,3.0463400000000003,60640.2,1.544,-1.73036,1.14049,-0.214669,0.08222819999999999,25.662,0.0940192,9.754430000000001e-07,8.44684e-08,0.028395799999999995,-2.8119400000000004e-08,2.6996900000000002e-09,20,18.5529,0.55103,2,213,31,1,0.67497,0,468.711,43.0541,60634.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,88904,12,114,-9.0,3,0.91428,0.1205,0.91422,0.1205,0.91422,0.12050999999999999,0,300,0.00848908,-9,-9,-9,-9,60654.1,13.227,11.7612,6.619039999999999,60659.5,0.788,-2.9260900000000003,0.33642,-0.24384,0.0483823,25.2702,0.0582658,1.39938e-06,7.50971e-08,0.010333499999999999,-8.28275e-10,1.12766e-09,28,24.5947,0.64979,14,475,103,1,0.91422,0,-212.298,43.8597,60655.1,-9.0,0.046394599999999994,-9.0,3.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,475.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,9187,12,112,-9.0,3,0.3599,0.0275,0.358,0.0275,0.358,0.027530000000000002,0,300,0.0223315,-9,-9,-9,-9,60278.1,25.4384,20.0228,17.4763,60277.6,0.02,0.42323,0.6817300000000001,-0.163801,0.0312637,24.1302,0.034314599999999994,3.99878e-06,1.26381e-07,0.00822144,-4.81513e-08,-2.2127800000000003e-09,16,29.7049,0.019594,12,33,8,1,0.358,0,238.93200000000002,41.4044,60270.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.060081100000000005,0.049181,0.0189379,79.6905,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,126372,12,102,-9.0,3,0.6036,0.0126,0.60224,0.0126,0.60224,0.0127,0,300,0.0125155,-9,-9,-9,-9,60609.1,7.341889999999999,5.91715,3.63136,60608.2,2.099,0.14586,1.61379,0.0110927,0.0956453,26.0246,0.095799,6.98491e-07,6.163069999999999e-08,0.0311322,-5.93581e-08,2.77925e-10,24,24.9896,0.40633,2,204,41,2,0.60224,0,55.8075,42.7507,60595.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,89475,12,114,-9.0,3,1.01186,0.1813,1.01119,0.1813,1.01119,0.18131,0,300,0.0106885,-9,-9,-9,-9,60532.3,21.6362,15.8917,6.23543,60527.3,0.699,-2.70092,0.35811,-0.267462,0.06499450000000001,24.4052,0.0607648,3.1039e-06,1.7371400000000002e-07,0.00261555,-2.1238200000000002e-08,4.80408e-09,43,48.7937,0.25146,14,735,70,2,1.01119,0,-243.185,44.1308,60532.3,-9.0,0.096609,-9.0,3.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,735.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,98538,12,102,-9.0,3,0.66246,0.0149,0.6613399999999999,0.0149,0.6613399999999999,0.01499,0,300,0.014437,-9,-9,-9,-9,59884.0,41.602,31.2399,18.4394,59888.5,0.28,-1.34476,0.21041999999999997,-0.204118,0.0324932,23.7718,0.0283014,5.56285e-06,1.4500400000000002e-07,0.00120726,-1.24946e-08,-1.94468e-09,24,36.7003,0.046866000000000005,2,201,22,2,0.6613399999999999,0,-16.5809,42.9977,59885.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,115965,12,102,-9.0,3,0.3714,0.0181,0.37342,0.0181,0.37342,0.01815,0,300,0.0157789,-9,-9,-9,-9,60431.0,29.2053,26.5988,16.2068,60431.6,0.819,-1.89395,0.47598,-0.185684,0.0331518,24.1324,0.030086599999999998,3.9907199999999995e-06,1.1058600000000001e-07,0.00661854,-1.60713e-08,-1.58007e-09,12,20.2614,0.0623003,2,201,106,4,0.37342,0,-127.21700000000001,41.5055,60430.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,74892,12,114,-9.0,3,0.63739,0.1893,0.63579,0.1893,0.63579,0.18930999999999998,0,300,0.0180209,-9,-9,-9,-9,60168.3,11.9161,11.2654,10.4619,60162.5,0.956,-0.0539303,0.76351,0.28386,0.058688699999999996,24.7203,0.0540504,2.3221599999999997e-06,1.15602e-07,0.00197781,-2.53525e-08,-3.3294200000000003e-09,30,33.8786,0.28570999999999996,14,317,4,1,0.63579,0,58.7084,42.8941,60162.1,-9.0,0.26837,-9.0,3.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,317.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,148109,12,102,-9.0,3,0.93506,0.0324,0.93375,0.0324,0.93375,0.03246,0,300,0.0110556,-9,-9,-9,-9,60181.4,11.8939,9.49854,7.356,60193.0,0.025,1.68372,0.64667,-0.102744,0.0408341,25.1118,0.073423,1.6191299999999999e-06,1.09494e-07,0.00102282,-4.27423e-08,1.6968699999999997e-09,52,71.84,0.035511900000000006,2,201,24,1,0.93375,0,-24.6447,43.9178,60185.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,268418,12,112,-9.0,3,0.54165,0.001,0.54487,0.001,0.54487,0.00184,0,300,0.020803400000000003,-9,-9,-9,-9,59646.1,6.78067,5.1601099999999995,4.28072,59658.2,1.564,1.18095,1.45656,-0.273892,0.0543591,25.5849,0.12079000000000001,1.04726e-06,1.1650600000000001e-07,0.019237,-1.15684e-07,1.00723e-09,41,50.6754,0.14305,12,17,16,3,0.54487,0,-423.91900000000004,42.4812,59651.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.055023,0.0243528,0.0175366,56.4506,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,136767,12,102,-9.0,3,0.8993200000000001,0.0628,0.8970899999999999,0.0628,0.8970899999999999,0.06283,0,300,0.020178,-9,-9,-9,-9,60608.1,6.79276,6.6266300000000005,5.79563,60613.8,0.536,-1.31837,0.78354,-0.11553800000000002,0.051969100000000004,25.6098,0.0876127,1.0234399999999999e-06,8.2586e-08,0.0026751,-3.1095200000000006e-08,1.8474e-09,40,46.1844,0.23196,2,201,90,4,0.8970899999999999,0,194.378,43.8115,60611.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,144989,12,102,-9.0,3,0.77691,0.0337,0.77609,0.0337,0.77609,0.03375,0,300,0.0200597,-9,-9,-9,-9,60508.3,6.12326,5.6165,5.17837,60517.1,0.051,-0.717757,0.8875799999999999,0.0233015,0.09261060000000002,24.879,0.11987,2.00637e-06,2.21507e-07,0.0337322,-1.8373999999999998e-07,-7.28066e-09,44,56.7252,0.0944682,2,213,104,1,0.77609,0,13.1541,43.4226,60508.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,293284,12,102,-9.0,3,1.19915,0.0434,1.19802,0.0434,1.19802,0.043460000000000006,0,300,0.00720823,-9,-9,-9,-9,60284.1,10.5159,8.24104,4.68257,60286.4,1.03,-2.7496,1.05887,-0.255015,0.060250599999999994,25.3725,0.0984653,1.27354e-06,1.1549699999999999e-07,0.0129648,-3.03822e-08,4.72586e-09,20,21.0625,0.39346,2,201,52,1,1.19802,0,80.8276,44.5867,60286.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,68406,12,112,-9.0,3,0.63422,0.0101,0.6359100000000001,0.0101,0.6359100000000001,0.01023,0,300,0.015596299999999999,-9,-9,-9,-9,60330.2,15.2099,7.61308,6.04172,60345.2,0.85,-0.341855,0.5691,-0.228361,0.0527952,24.8453,0.0551206,2.0694799999999997e-06,1.0506299999999999e-07,0.0075746,-3.28939e-08,-3.3882999999999996e-10,44,57.7255,0.08026649999999999,12,91,43,4,0.6359100000000001,0,61.4853,42.8902,60333.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.16793,0.037016,0.0384085,140.929,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,326448,12,102,-9.0,3,0.9297200000000001,0.0394,0.9313899999999999,0.0394,0.9313899999999999,0.039439999999999996,0,300,0.020132,-9,-9,-9,-9,60359.1,11.326,7.71017,4.711469999999999,60370.2,0.893,0.30124,0.81939,-0.274043,0.0438679,25.2361,0.08922000000000001,1.44392e-06,1.18653e-07,0.0108649,-5.57986e-08,1.4876800000000002e-09,48,63.4575,0.06670369999999999,2,216,126,1,0.9313899999999999,0,175.215,43.9077,60368.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,178937,12,112,-9.0,3,0.57362,0.0264,0.5766100000000001,0.0264,0.5766100000000001,0.02645,0,300,0.015198900000000001,-9,-9,-9,-9,60403.0,9.9155,5.99174,5.68269,60413.5,1.049,-0.770936,0.8041,-0.0722664,0.08847510000000001,25.2576,0.0860177,1.4156299999999998e-06,1.1215400000000001e-07,0.0212065,-5.90191e-08,-3.03272e-09,20,24.3681,0.22668000000000002,12,19,98,4,0.5766100000000001,0,-344.11699999999996,42.6302,60402.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0577255,0.0261969,0.0364026,61.5421,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,285018,12,114,-9.0,3,0.81898,0.0825,0.81905,0.0825,0.81905,0.08252000000000001,0,300,0.0183372,-9,-9,-9,-9,59842.0,5.27445,5.08634,3.71256,59845.3,2.25,0.0545614,1.38852,-0.123652,0.0718895,25.7956,0.11484000000000001,8.62468e-07,9.12217e-08,0.0281204,-6.97691e-08,1.5229000000000002e-09,40,33.7154,0.7478,14,964,132,2,0.81905,0,-233.757,43.5654,59842.9,-9.0,0.0656528,-9.0,3.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,964.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
