z,mu,muerr
0.71328,43.5701,0.2254
0.71401,43.1465,0.154
0.71423,43.408,0.1413
0.71433,43.5364,0.231
0.71515,43.3322,0.17
0.7156600000000001,43.0453,0.1384
0.71613,43.1475,0.1435
0.71637,43.3188,0.3362
0.71644,43.3245,0.1682
0.71645,42.915,0.1554
0.71711,43.0301,0.1341
0.71729,43.1192,0.1478
0.71745,43.2175,0.1455
0.7176899999999999,43.3747,0.1993
0.71826,43.6354,0.4756
0.7188100000000001,43.0999,0.2216
0.71923,42.8913,0.2082
0.71936,43.2154,0.1387
0.72077,43.1463,0.141
0.72136,43.3389,0.1282
0.72149,43.1517,0.2517
0.72153,43.5725,0.2703
0.72172,43.2903,0.153
0.72187,43.4053,0.1544
0.72215,43.0487,0.2621
0.72216,43.091,0.1496
0.72236,43.3425,0.1922
0.72238,43.1764,0.1524
0.72259,43.2463,0.1497
0.72285,43.4934,0.1333
0.72291,42.5927,0.2312
0.72359,43.3055,0.191
0.7237600000000001,43.3628,0.1336
0.72406,43.2542,0.1432
0.7240800000000001,43.2376,0.1327
0.72442,43.1499,0.1488
0.7245699999999999,43.1744,0.1437
0.7257100000000001,43.3542,0.157
0.7257899999999999,43.0261,0.2911
0.72617,43.0314,0.1337
0.72632,43.5066,0.1734
0.72685,43.2113,0.1366
0.72714,43.0625,0.1388
0.72765,43.2881,0.135
0.72769,43.4651,0.1899
0.7278100000000001,43.2584,0.1365
0.72783,43.3459,0.1437
0.72796,42.4925,0.5015
0.72846,43.5027,0.1573
0.7288399999999999,43.1934,0.1367
0.72937,43.015,0.2006
0.73035,43.2252,0.1462
0.73037,43.2554,0.142
0.73049,43.3023,0.1509
0.7310399999999999,43.5537,0.3257
0.73133,43.2723,0.164
0.73218,43.4419,0.1398
0.73227,43.2259,0.1347
0.73244,43.392,0.1402
0.73268,43.1153,0.1387
0.7328100000000001,43.4096,0.1276
0.7329,43.3971,0.1436
0.73337,43.1381,0.1587
0.7339100000000001,43.3638,0.1285
0.7341,43.244,0.1482
0.73415,43.3839,0.1587
0.73428,42.916,0.1743
0.73455,43.2616,0.1787
0.7347899999999999,43.4648,0.4076
0.73502,43.4996,0.1528
0.7357100000000001,43.1975,0.1535
0.73601,43.3607,0.1733
0.73619,43.472,0.169
0.73621,43.4401,0.1471
0.73622,43.3232,0.137
0.73654,42.9003,0.2025
0.73658,43.2871,0.1412
0.73666,43.1725,0.3201
0.73707,43.3346,0.2624
0.73783,43.4991,0.1705
0.73828,43.1417,0.1479
0.73842,43.0753,0.1353
0.73845,43.2684,0.1423
0.73846,43.3462,0.1807
0.7389399999999999,43.299,0.1611
0.73903,42.9511,0.2058
0.7391800000000001,43.0188,0.2202
0.73933,43.0262,0.1611
0.73965,43.1194,0.1396
0.73992,43.4428,0.2679
0.74027,42.9617,0.136
0.7407699999999999,43.469,0.148
0.74131,43.4624,0.1592
0.74148,43.2755,0.1688
0.74149,43.3724,0.1431
0.7419600000000001,43.2728,0.1341
0.74225,43.3783,0.1709
0.74242,43.0941,0.1396
0.7428100000000001,43.1296,0.3161
0.74288,43.2538,0.1449
0.743,43.1331,0.1461
0.74325,43.5701,0.1418
0.74326,43.6309,0.2794
0.74335,43.3834,0.1503
0.74385,43.2882,0.1546
0.7441800000000001,43.3859,0.2784
0.74474,43.3575,0.2221
0.7447699999999999,43.1937,0.1849
0.74492,43.5761,0.1894
0.74532,43.4408,0.1909
0.74644,43.2916,0.1579
0.74645,43.42,1.2355
0.74669,43.3438,0.1807
0.7468199999999999,43.4538,0.1708
0.74697,43.2982,0.1421
0.74717,43.4528,0.2211
0.74731,43.2415,0.1702
0.7481399999999999,43.2918,0.1411
0.74851,43.6456,0.1586
0.74857,43.014,0.1455
0.74911,43.4076,0.129
0.74952,43.4457,0.1756
0.74955,43.4029,0.157
0.74959,43.2583,0.1649
0.74968,43.3567,0.1524
0.7498600000000001,43.3105,0.1315
0.74993,43.4539,0.1352
0.75013,43.4359,0.1331
0.7501800000000001,43.5592,0.1579
0.75059,43.509,0.1367
0.75161,43.4017,0.2165
0.7517699999999999,43.4122,0.1409
0.7518699999999999,43.217,0.1472
0.7520899999999999,43.201,0.1362
0.7521,43.4481,0.1418
0.75251,43.3185,0.2724
0.75283,43.2044,0.1508
0.75307,43.874,0.3652
0.75351,43.2115,0.139
0.75364,43.3277,0.1322
0.75368,43.2298,0.1389
0.7538199999999999,43.4858,0.1338
0.7540100000000001,43.444,0.1496
0.75403,43.3655,0.1388
0.7541100000000001,43.3871,0.1617
0.7541899999999999,43.7651,0.3099
0.75437,42.9455,0.1389
0.7544,43.3399,0.1417
0.75461,43.448,0.156
0.7547,43.4731,0.2023
0.7549600000000001,43.2606,0.1314
0.7551399999999999,43.2767,0.1294
0.75568,42.8932,0.2558
0.7557,43.2168,0.1386
0.75634,43.4742,0.1426
0.75635,43.4697,0.1491
0.75688,43.1862,0.1393
0.75717,43.3193,0.1592
0.75729,43.203,0.1379
0.75738,43.5255,0.115
0.75742,43.4439,0.1478
0.75765,43.3859,0.1444
0.75773,43.3077,0.1337
0.75794,43.1928,0.2081
0.7581600000000001,43.3376,0.1927
0.75954,43.4513,0.1401
0.75959,43.4618,0.1701
0.7598,43.4029,0.1386
0.7608699999999999,43.418,0.1373
0.76108,43.3741,0.1661
0.76151,43.2865,0.2016
0.7619199999999999,43.3457,0.1491
0.76217,43.3757,0.1279
0.76331,43.7641,0.3187
0.7634,43.3261,0.1437
0.7639600000000001,43.2982,0.1604
0.76462,43.5815,0.1483
0.7647,43.3345,0.1656
0.76476,43.5884,0.1803
0.76494,43.2654,0.135
0.7649699999999999,43.4119,0.1333
0.7651600000000001,43.4364,0.1391
0.76546,43.5609,0.1527
0.76557,43.2301,0.1461
0.76558,43.4708,0.168
0.76559,43.5833,0.174
0.76573,43.4369,0.133
0.76593,43.1272,0.1485
0.7661,43.5038,0.1449
0.7662899999999999,43.3214,0.147
0.76645,43.7772,0.1856
0.76646,43.1475,0.1375
0.76665,43.5253,0.1486
0.76668,43.3192,0.1376
0.7669600000000001,43.2903,0.1696
0.76712,43.4467,0.2565
0.76788,43.4859,0.1498
0.7681399999999999,43.7057,0.1497
0.7682399999999999,43.3908,0.2493
0.76825,43.5852,0.1616
0.76828,43.4795,0.1442
0.76846,43.3019,0.1407
0.76864,43.1911,0.1493
0.7689600000000001,43.265,0.1525
0.76912,43.4403,0.152
0.7691899999999999,43.3623,0.1846
0.77049,43.4507,0.175
0.7708699999999999,43.5128,0.1495
0.77088,43.2697,0.2243
0.77091,43.4253,0.1526
0.7710199999999999,43.3573,0.1609
0.77153,43.3132,0.1583
0.7718,43.5466,0.1445
0.77187,42.9393,0.3118
0.7725,43.5216,0.1412
0.77286,43.3522,0.1728
0.77307,43.6238,0.1764
0.77312,43.4495,0.1512
0.77378,43.4624,0.1793
0.77387,43.2864,0.1632
0.774,43.4127,0.1535
0.77412,43.354,0.185
0.77469,42.8896,0.2415
0.77491,43.2948,0.133
0.77499,43.5211,0.1678
0.77547,43.3404,0.2151
0.7759,43.3946,0.1432
0.7759999999999999,43.3923,0.1642
0.77609,43.1561,0.2072
0.77613,43.657,0.1643
0.77686,43.535,0.1349
0.77912,43.4892,0.1712
0.7794,43.5099,0.1799
0.77972,43.2807,0.1826
0.77988,43.4193,0.1809
0.7800600000000001,43.5094,0.1617
0.78015,43.1534,0.3236
0.7801600000000001,43.4461,0.1904
0.7807,43.3312,0.1369
0.78081,43.1446,0.136
0.7811899999999999,43.4997,0.1491
0.78145,43.7253,0.1346
0.7817,43.3142,0.2087
0.78205,43.6212,0.3295
0.78242,43.3885,0.1565
0.78266,43.3813,0.1541
0.78272,43.4036,0.1397
0.78285,43.546,0.1923
0.7830199999999999,43.0635,0.1395
0.78368,43.466,0.1481
0.78425,43.5471,0.1446
0.78458,43.5782,0.1908
0.78504,43.8368,0.1856
0.7852899999999999,43.5751,0.1496
0.7853100000000001,43.3704,0.1717
0.78556,43.58,0.1569
0.78638,43.4815,0.1384
0.78692,43.3892,0.1637
0.78746,43.445,0.1919
0.78755,43.3017,0.1421
0.78815,43.4211,0.1431
0.78869,43.2661,0.1288
0.78903,43.5629,0.1719
0.7903,43.271,0.204
0.79078,43.3082,0.1425
0.79079,43.2129,0.139
0.7913399999999999,43.1639,0.1537
0.79167,43.4063,0.1437
0.79188,43.6081,0.1453
0.7921199999999999,43.3074,0.2305
0.79245,43.7342,0.3391
0.79261,43.5834,0.1317
0.79274,43.3187,0.1678
0.79276,43.3742,0.1395
0.7928,43.1549,0.2087
0.79294,43.4213,0.1974
0.79313,43.4711,0.1401
0.7942600000000001,43.5015,0.1692
0.79433,43.5491,0.1266
0.79465,43.2751,0.1602
0.79496,43.6111,0.14
0.79508,43.4736,0.1547
0.79518,43.4357,0.2731
0.7955,43.3124,0.1496
0.79578,43.581,0.1602
0.79584,43.7686,0.1749
0.7962,43.3391,0.1632
0.79669,43.5857,0.2457
0.79702,43.7522,0.1498
0.79732,43.6742,0.3239
0.79793,43.255,0.1406
0.79797,43.0061,0.2855
0.79872,43.385,0.1482
0.79874,43.2151,0.1729
0.79906,43.4071,0.2323
0.79937,43.4416,0.1858
0.7994600000000001,43.3946,0.181
0.79976,43.5818,0.1327
0.79979,43.3901,0.1929
0.79984,43.7648,0.1529
0.80086,43.6695,0.1657
0.80108,43.3812,0.2207
0.80133,43.3954,0.1825
0.8015100000000001,43.0087,0.2849
0.8022699999999999,44.006,0.168
0.80271,43.6143,0.1606
0.80355,43.6924,0.1919
0.80362,43.6318,0.2096
0.8041699999999999,43.5595,0.1314
0.80457,43.5889,0.1598
0.80466,43.6179,0.1461
0.80491,43.7114,0.1903
0.80511,43.7582,0.175
0.80548,43.3815,0.2156
0.8054899999999999,43.7838,0.1542
0.8056300000000001,43.624,0.3817
0.8056800000000001,43.2929,0.1454
0.80574,43.4569,0.1507
0.80593,43.5158,0.1493
0.80675,43.3793,0.1438
0.80715,43.5841,0.3334
0.80721,43.6232,0.1294
0.80758,43.0921,0.3429
0.8076800000000001,43.5769,0.3975
0.80824,43.292,0.157
0.80835,43.5117,0.1324
0.8086399999999999,43.4105,0.1396
0.80884,43.5513,0.1422
0.80889,43.4832,0.1371
0.80915,43.6145,0.1455
0.8093899999999999,43.7676,0.3568
0.80953,43.394,0.1331
0.80986,43.5129,0.1419
0.80993,43.4019,0.1408
0.81017,43.5446,0.1491
0.8103,43.371,0.2319
0.81057,43.4107,0.1659
0.81065,43.7019,0.1824
0.8113,43.6451,0.1892
0.81139,43.483,0.1812
0.81167,43.7055,0.1574
0.8118,43.632,0.1747
0.81262,43.5422,0.1646
0.81284,43.6524,0.1448
0.8134600000000001,43.7212,0.1418
0.81348,43.6079,0.1513
0.81363,43.5592,0.172
0.8137,43.5633,0.1569
0.81405,42.9887,0.213
0.81414,43.475,0.156
0.81416,43.7316,0.1681
0.8145399999999999,43.3924,0.1532
0.8145600000000001,43.6596,0.1428
0.81489,43.6377,0.2225
0.81498,43.5899,0.1538
0.81506,43.6635,0.1934
0.81595,43.4121,0.2203
0.81598,43.5301,0.169
0.8165,43.4253,0.1518
0.81672,43.6897,0.1524
0.81706,43.942,0.2086
0.81709,43.2277,0.1774
0.81715,43.4369,0.1451
0.81816,43.5766,0.1539
0.81823,43.6809,0.1536
0.81871,43.5141,0.1743
0.81908,43.5267,0.1543
0.81939,43.6489,0.1494
0.8198,43.8413,0.1932
0.8201,43.5535,0.19
0.82011,43.5304,0.1383
0.82027,42.9519,0.1942
0.8204600000000001,43.534,0.1811
0.8205100000000001,43.6053,0.1522
0.82078,43.636,0.1411
0.82125,43.153,0.2529
0.82134,43.3292,0.1827
0.82176,43.6729,0.154
0.82262,43.5168,0.1633
0.82373,43.6454,0.1672
0.8237899999999999,43.6472,0.1341
0.82385,43.8598,0.2597
0.8240799999999999,43.7334,0.1712
0.8252,43.6886,0.2047
0.82534,43.5933,0.1471
0.82535,43.6001,0.1434
0.8254299999999999,43.8185,0.1589
0.8254600000000001,43.4487,0.141
0.82547,43.5032,0.1434
0.82555,43.6503,0.2233
0.82583,43.9909,0.3368
0.8261200000000001,43.5267,0.138
0.82624,43.7177,0.1659
0.8271799999999999,43.567,0.1539
0.8272,43.4494,0.1703
0.82731,43.2672,0.1269
0.82734,43.4643,0.219
0.82742,43.5628,0.1451
0.82757,43.7191,0.1416
0.8280299999999999,43.6324,0.1508
0.82865,43.4125,0.1821
0.8288,43.2947,0.1789
0.82883,43.4951,0.1554
0.8291200000000001,43.7138,0.1887
0.8291700000000001,43.5591,0.1357
0.82955,43.2922,0.2125
0.82967,43.5109,0.1642
0.8300299999999999,43.7173,0.1459
0.8300799999999999,43.6112,0.1522
0.8301799999999999,43.444,0.1415
0.83039,43.4565,0.1359
0.83049,43.5032,0.1446
0.8307200000000001,43.6208,0.111
0.8307399999999999,43.5637,0.149
0.83094,43.7208,0.2548
0.8319700000000001,44.0351,0.206
0.8320700000000001,43.6098,0.175
0.83224,43.7718,0.4719
0.83263,43.6841,0.2749
0.8327100000000001,43.5259,0.1399
0.83273,43.4592,0.1422
0.833,43.399,0.2725
0.83339,43.2517,0.1534
0.8341299999999999,43.4716,0.4197
0.83445,43.2705,0.3246
0.83455,43.8398,0.1784
0.8346299999999999,43.7247,0.1624
0.8348399999999999,43.5441,0.1969
0.8349700000000001,43.5875,0.1434
0.8352,43.6652,0.244
0.8355899999999999,43.373,0.1595
0.8356600000000001,43.7025,0.1611
0.83598,43.5701,0.1767
0.83619,43.708,0.151
0.8362799999999999,43.4726,0.1543
0.8363200000000001,43.4904,0.3216
0.83662,43.3794,0.1802
0.83678,43.4247,0.2397
0.8370000000000001,43.7126,0.1908
0.8370799999999999,43.7521,0.1577
0.83725,43.6276,0.1775
0.83741,43.7563,0.1651
0.8376399999999999,43.8839,0.2207
0.8381200000000001,43.7889,0.2619
0.8381299999999999,43.5573,0.119
0.83873,43.9225,0.1544
0.8388100000000001,43.4674,0.1758
0.83911,43.6306,0.1608
0.83965,43.6515,0.2139
0.8397700000000001,43.8715,0.2015
0.83986,43.4734,0.144
0.8401200000000001,43.8122,0.177
0.8409200000000001,43.5536,0.1466
0.8415799999999999,43.7769,0.1654
0.84173,43.7793,0.2061
0.84209,43.7823,0.1846
0.8421299999999999,43.6585,0.2035
0.84231,43.4555,0.1625
0.84251,43.7021,0.1735
0.84346,43.7253,0.1481
0.8437100000000001,43.5236,0.1347
0.84373,43.4336,0.1594
0.8438399999999999,43.8188,0.2586
0.84385,43.6154,0.1461
0.84441,44.0057,0.1834
0.84459,43.2913,0.3058
0.84478,43.8102,0.1436
0.8449200000000001,43.7433,0.139
0.84521,43.6161,0.141
0.84534,43.6839,0.1302
0.84546,43.7136,0.1668
0.84555,43.6254,0.188
0.84562,43.4419,0.1774
0.8468200000000001,43.6107,0.1545
0.8470700000000001,43.6795,0.1484
0.84751,43.837,0.1569
0.8475600000000001,43.6227,0.1836
0.84782,43.6923,0.1444
0.84798,43.337,0.2263
0.84811,43.9213,0.157
0.84834,43.5661,0.2326
0.84835,44.1625,0.2309
0.84857,43.6772,0.1585
0.84862,43.912,0.1854
0.84865,43.576,0.1433
0.84883,43.6571,0.1822
0.84909,43.4718,0.1523
0.84941,43.6816,0.1855
0.8496799999999999,43.3966,0.1809
0.8502799999999999,43.7235,0.2218
0.8504799999999999,43.7437,0.1537
0.8507299999999999,43.7889,0.1673
0.85083,43.5122,0.138
0.8509399999999999,43.6189,0.1413
0.8509700000000001,43.657,0.1721
0.85221,43.5383,0.1695
0.85236,43.92,0.142
0.8530700000000001,43.5475,0.1811
0.85314,43.3684,0.2548
0.8537299999999999,43.4595,0.1686
0.85424,43.9597,0.3254
0.8544299999999999,43.4938,0.2175
0.85465,44.3413,0.296
0.8553,43.8991,0.2062
0.8558399999999999,43.6832,0.1801
0.8558899999999999,43.9943,0.1606
0.8561,44.0858,0.2427
0.85649,44.0411,0.1564
0.85656,43.7422,0.3263
0.85662,43.5272,0.1804
0.85664,44.1281,0.1499
0.8567899999999999,43.5551,0.1932
0.8574700000000001,43.1065,0.3632
0.8575299999999999,43.8617,0.1967
0.8580899999999999,43.8609,0.1723
0.8583200000000001,43.7489,0.1695
0.8587299999999999,43.6186,0.1678
0.8589,43.5245,0.1782
0.8590200000000001,43.7698,0.1573
0.8591,43.5812,0.1687
0.85944,43.5785,0.1834
0.8595200000000001,43.8137,0.1558
0.8595299999999999,43.8909,0.143
0.8596600000000001,43.7166,0.2356
0.8598899999999999,43.5844,0.2255
0.86055,43.992,0.1592
0.8609399999999999,43.7116,0.1521
0.86116,43.9946,0.157
0.8612200000000001,43.879,0.1908
0.86169,43.6997,0.142
0.8617799999999999,43.9961,0.2147
0.86208,43.8276,0.2312
0.86241,43.8691,0.1674
0.8631,43.8536,0.3298
0.8633,43.5434,0.1608
0.8633200000000001,43.7846,0.136
0.8633700000000001,43.9351,0.2326
0.86375,43.8664,0.3098
0.8639100000000001,43.8159,0.1538
0.86395,43.7933,0.157
0.8644200000000001,43.4923,0.2504
0.86479,43.8044,0.1577
0.86482,43.7772,0.1682
0.86503,43.4576,0.1759
0.86506,43.5439,0.3025
0.8651399999999999,43.7411,0.1564
0.86531,43.6988,0.175
0.8656299999999999,43.6469,0.1518
0.86595,43.5504,0.1646
0.86605,43.4801,0.1719
0.86608,43.8382,0.1884
0.8661,43.493,0.1421
0.8664799999999999,43.9594,0.1747
0.86649,43.5672,0.1915
0.8671200000000001,44.2441,0.3059
0.8673799999999999,43.7129,0.1828
0.8675700000000001,43.5404,0.1802
0.86759,43.8207,0.2193
0.8681200000000001,43.5541,0.1906
0.86923,43.715,0.2424
0.8695299999999999,43.8078,0.1713
0.8696,43.5157,0.1528
0.8701200000000001,43.4401,0.1646
0.87023,43.6363,0.1882
0.8703700000000001,43.714,0.1791
0.87045,43.9119,0.1719
0.87169,43.3658,0.2542
0.8717,43.9599,0.1494
0.8721200000000001,43.9559,0.3365
0.87218,44.0229,0.1656
0.8724,43.5126,0.1898
0.87271,43.7227,0.1388
0.8728299999999999,43.3881,0.2997
0.8729899999999999,44.2487,0.237
0.87346,43.4847,0.1687
0.8736700000000001,43.9573,0.1756
0.8740000000000001,43.4847,0.2173
0.87421,43.9721,0.3435
0.8744200000000001,43.6368,0.1898
0.8745799999999999,43.6832,0.1503
0.8748100000000001,43.7772,0.1563
0.87526,43.7406,0.1668
0.87575,43.553,0.1668
0.87576,43.6659,0.1766
0.8759899999999999,43.7027,0.1825
0.87603,43.9881,0.2787
0.87651,43.7372,0.1636
0.8772399999999999,43.9522,0.2523
0.87725,43.4147,0.1739
0.87792,43.6402,0.1571
0.87813,43.9772,0.3053
0.87892,44.4116,0.2451
0.8789399999999999,44.1197,0.3198
0.8794,44.1492,0.1751
0.87954,43.4543,0.1606
0.87984,43.3908,0.217
0.88005,43.7129,0.2109
0.8801700000000001,43.7118,0.1557
0.88021,43.5487,0.192
0.88026,43.6053,0.2099
0.8804700000000001,43.7569,0.1392
0.88066,43.5316,0.1451
0.88081,43.5824,0.1949
0.8816799999999999,43.7038,0.1814
0.88176,44.1163,0.2188
0.8818799999999999,43.6302,0.1995
0.8821899999999999,43.9311,0.1486
0.8822200000000001,43.625,0.1412
0.8825299999999999,43.6093,0.1621
0.88289,43.8161,0.1444
0.8835700000000001,43.5463,0.1666
0.8842899999999999,43.893,0.2062
0.88434,43.64,0.1742
0.8845700000000001,43.6972,0.1766
0.8847299999999999,43.9189,0.1529
0.88479,43.8208,0.1648
0.88539,43.6811,0.1689
0.88549,43.5636,0.3069
0.88561,43.9732,0.2973
0.88582,44.0317,0.2003
0.88613,43.8614,0.1748
0.8862,43.9,0.1416
0.88645,43.9801,0.1788
0.8864799999999999,44.0405,0.1754
0.8865,43.7838,0.157
0.88666,43.7052,0.1752
0.8867700000000001,43.793,0.1567
0.8870399999999999,43.7732,0.1547
0.88782,43.4722,0.299
0.88786,43.5205,0.168
0.88787,43.6983,0.1718
0.88799,43.6224,0.1446
0.88821,43.8107,0.2055
0.8891600000000001,43.9756,0.1539
0.88918,43.8491,0.1616
0.8894700000000001,43.7298,0.3388
0.88956,43.7047,0.1539
0.8895799999999999,43.5549,0.1969
0.8896200000000001,43.8968,0.2608
0.8897799999999999,43.8052,0.2126
0.88994,44.3971,0.5398
0.89061,43.7268,0.2071
0.89065,43.622,0.1884
0.89123,43.7083,0.1527
0.89141,43.7575,0.1426
0.8914799999999999,43.7723,0.1603
0.89169,43.7404,0.1732
0.8917299999999999,43.8679,0.1463
0.8918,43.7864,0.1777
0.89195,43.727,0.1744
0.89218,43.3441,0.3168
0.89239,43.9838,0.1629
0.89255,43.9281,0.1422
0.89274,43.4642,0.2624
0.89284,43.6279,0.2358
0.89287,43.7757,0.2222
0.89325,43.6751,0.1558
0.89326,43.7024,0.1863
0.8933,43.3827,0.1684
0.89335,44.1527,0.2876
0.8939799999999999,43.3754,0.1933
0.8941399999999999,43.5463,0.1524
0.8942100000000001,43.898,0.2549
0.8942399999999999,43.6697,0.209
0.8944,43.4992,0.1653
0.8946200000000001,43.57,0.1551
0.89465,43.5974,0.1756
0.89487,43.915,0.1658
0.89523,43.5328,0.2419
0.89531,43.7195,0.1775
0.8953200000000001,43.7046,0.1653
0.8954,43.6542,0.1631
0.89541,43.8052,0.1717
0.8956299999999999,43.8711,0.1483
0.8957,43.4824,0.1892
0.89597,43.9428,0.2278
0.89638,43.7177,0.1518
0.89641,43.7401,0.2057
0.89676,43.6121,0.2206
0.89684,43.7053,0.2244
0.8970299999999999,43.8732,0.1733
0.89715,43.8963,0.1832
0.8974700000000001,43.5336,0.2459
0.8980799999999999,43.7953,0.1409
0.8981899999999999,43.7617,0.1998
0.8982100000000001,44.3733,0.2484
0.89823,43.8419,0.1848
0.8984,43.4383,0.1744
0.89855,43.4765,0.1928
0.89879,43.765,0.2438
0.89938,44.1677,0.1551
0.8994700000000001,43.6449,0.2154
0.89954,43.8118,0.1605
0.89971,43.9463,0.1788
0.89986,43.9421,0.1887
0.9000799999999999,43.7509,0.1663
0.90049,43.7879,0.1735
0.90107,43.81,0.1536
0.90113,43.6133,0.22
0.90125,43.8029,0.1822
0.90127,43.8886,0.2259
0.90132,43.8699,0.1574
0.90138,43.9437,0.1509
0.90147,43.7506,0.1853
0.90183,43.8378,0.1388
0.90201,44.0836,0.1981
0.90203,43.6263,0.2308
0.90213,44.0629,0.1889
0.90217,43.7533,0.1535
0.90221,43.7974,0.1557
0.90245,43.9597,0.1824
0.90275,44.0964,0.1828
0.90318,43.9908,0.1793
0.9033,43.9547,0.1909
0.90336,43.6301,0.2115
0.9036,43.7214,0.1785
0.90382,43.9407,0.1576
0.90388,43.8571,0.3676
0.90399,43.7618,0.1896
0.90432,43.9443,0.156
0.90451,43.5986,0.1861
0.90454,44.4412,0.5253
0.90572,43.785,0.1402
0.90577,43.6661,0.1473
0.90593,43.8729,0.1693
0.90632,43.8198,0.3572
0.90636,43.9237,0.3676
0.90662,43.7361,0.2226
0.90696,43.9175,0.1612
0.90703,43.5333,0.2762
0.90714,43.7677,0.1583
0.90727,44.0252,0.2115
0.9076,43.8732,0.1605
0.90786,43.9323,0.1943
0.9081,44.1641,0.1881
0.90931,44.0419,0.2123
0.90932,44.1117,0.3174
0.90937,44.1712,0.2823
0.90953,43.8852,0.1857
0.90968,44.0225,0.2427
0.9098,44.1385,0.5037
0.90987,43.7552,0.2647
0.91,43.7326,0.1703
0.91045,43.7046,0.1647
0.91125,43.7501,0.1445
0.91128,43.7292,0.1573
0.9114,43.7273,0.1814
0.91154,43.2736,0.272
0.91155,43.6586,0.2476
0.91166,43.6292,0.1861
0.91169,43.8042,0.1809
0.91254,43.9488,0.1542
0.91259,43.8185,0.2277
0.91287,43.9739,0.1718
0.91298,43.8005,0.1552
0.91301,43.7016,0.1642
0.91309,44.034,0.3019
0.91336,43.7621,0.2506
0.91338,44.2989,0.215
0.91348,43.7873,0.1485
0.9144,43.8065,0.1691
0.91441,43.7613,0.1667
0.91449,43.1788,0.4004
0.91482,43.98,0.1534
0.91503,43.8467,0.4765
0.91544,43.2623,0.3305
0.91549,43.7718,0.1738
0.91583,43.1465,0.1364
0.91612,43.9954,0.1992
0.91639,44.2085,0.5234
0.91663,43.6683,0.2139
0.91673,44.0438,0.2275
0.917,43.9071,0.1919
0.91722,43.6966,0.3007
0.91762,44.0178,0.1515
0.91802,43.7748,0.1875
0.91842,44.1423,0.2618
0.91844,44.2077,0.2362
0.91859,43.8586,0.1644
0.91864,43.9917,0.1726
0.91874,44.0945,0.1495
0.91885,43.8312,0.1849
0.91928,43.9226,0.1847
0.91945,43.7384,0.2017
0.91965,44.0474,0.3076
0.91978,44.0078,0.171
0.92042,43.862,0.1667
0.92053,43.868,0.2187
0.92121,43.9605,0.2072
0.92134,44.0908,0.181
0.92165,43.8141,0.1897
0.92188,43.8038,0.2107
0.92227,43.8305,0.153
0.9226,44.0878,0.1971
0.92264,43.6428,0.1835
0.92288,43.8098,0.1528
0.92293,43.9162,0.3701
0.9229999999999999,43.8222,0.2676
0.92303,43.7513,0.1963
0.92325,43.5785,0.2467
0.92345,43.6974,0.2013
0.92385,43.407,0.2639
0.92402,43.8424,0.2117
0.92456,43.8047,0.216
0.92492,44.1022,0.2415
0.92526,43.9795,0.1795
0.92565,43.9414,0.1475
0.92583,44.1013,0.1713
0.92593,43.9009,0.1614
0.92599,43.94,0.2809
0.92601,43.9036,0.2056
0.92621,43.519,0.4131
0.9263,43.9797,0.1743
0.92645,43.8861,0.2068
0.92646,44.3004,0.1893
0.92654,43.9829,0.4736
0.92692,44.0894,0.169
0.92738,43.7937,0.2159
0.92743,44.211,0.1669
0.9275,43.8554,0.1569
0.92788,44.1266,0.287
0.92796,43.9135,0.1692
0.92802,44.2012,0.2074
0.92807,43.7755,0.1477
0.92864,43.8764,0.1725
0.9288,43.7136,0.2044
0.92887,44.0898,0.2904
0.92894,43.6753,0.1981
0.92931,44.1649,0.1692
0.92935,43.9588,0.1441
0.92966,43.7676,0.1948
0.9297,43.9121,0.1657
0.92971,43.9938,0.1595
0.92979,44.0235,0.1878
0.93005,43.7527,0.2052
0.93015,43.9762,0.2421
0.93061,43.9565,0.1964
0.93084,43.763,0.1758
0.93095,44.3809,0.4374
0.93099,43.6344,0.1633
0.93115,43.7779,0.2799
0.9312,43.9217,0.1467
0.93194,43.7444,0.1762
0.93261,43.6494,0.1598
0.93304,43.9231,0.2159
0.93314,43.8695,0.3093
0.93321,44.0148,0.184
0.93323,44.0323,0.1989
0.93341,44.0612,0.1869
0.93383,43.5285,0.3478
0.93412,44.1199,0.1912
0.93417,43.8918,0.2439
0.93426,43.8128,0.1945
0.93427,43.9717,0.1452
0.93444,44.1293,0.1875
0.93491,43.8841,0.1794
0.93506,43.8182,0.1775
0.9353,43.9117,0.1788
0.93577,43.9812,0.1623
0.93588,44.1492,0.237
0.93649,43.6711,0.2494
0.93676,44.0017,0.2372
0.93679,43.4029,0.2932
0.93705,44.2453,0.2429
0.9372,43.9596,0.1933
0.93726,43.8635,0.2782
0.93761,44.2856,0.2
0.9379,43.6437,0.2323
0.93802,44.892,0.2587
0.93807,43.9228,0.1596
0.93808,44.1495,0.227
0.93814,43.5731,0.2845
0.9385,44.0538,0.1941
0.93865,44.1555,0.1864
0.9388,43.914,0.1623
0.93895,43.9013,0.2056
0.93903,43.8771,0.1691
0.93912,43.848,0.2223
0.93935,43.4436,0.3107
0.93971,43.9465,0.2812
0.94005,43.755,0.2072
0.94012,44.0266,0.262
0.94032,43.7943,0.2082
0.94034,44.3119,0.2387
0.94053,44.4278,0.2173
0.94158,43.9582,0.2626
0.94185,43.6464,0.329
0.94213,44.2471,0.1603
0.94232,43.3834,0.3394
0.94248,43.9593,0.1644
0.94258,44.5679,0.2868
